报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2004-12-31,2003-12-31,
主营业务收入增长率(%),-18.86,-22.42,-33.1,22.18,56.94,64.01,119.83,58.22,25.92,25.87,24.81,12.87,7.26,2.48,3.92,-0.77,-0.26,0.04,1.89,4.3,4.95,10.08,18.19,7.8,6.3,5.62,-13.08,-10.03,-12.97,-14.34,-12.02,2.58,8.02,18.98,29.84,33.12,40.23,38.45,27.99,-11.79,-19.84,-22.59,-28.43,0.09,5.44,5.32,7.68,31.12,34.13,41.48,32.27,32.14,--,--,--,16.78,--,20.62,--,
净利润增长率(%),81.38,40.07,-258.94,-583.9,-62.79,-55.49,-27.24,18.08,-0.18,2.03,28.47,64.65,42.27,38.94,444.51,-7.97,-9.3,-14.61,-81.13,29.02,35.82,41.32,--,67.3,59.53,66.8,--,-46.46,-52.81,-50.09,-184.71,16.72,47.25,86.89,287.52,68.29,70.62,57.54,66.6,52.21,-29.57,-47.65,-94.88,-67.9,-31.31,-20.52,-0.85,23.32,27.46,42.81,26.91,82.71,--,--,--,5.84,--,24.71,--,
净资产增长率(%),-46.75,-47.88,-51.78,-50.62,4.95,19.36,22.29,22.56,20.98,8.34,8.6,8.49,50.43,50.41,52.23,51.6,7.95,7.87,6.38,7.18,7.32,7.11,8.92,7.37,-3.63,-4.2,-10.92,-10.91,-2.53,-0.41,3.28,3.92,6.12,5.93,6.76,6.84,6.2,4.68,3.19,3.12,-2.32,-2.85,-4.96,-3.1,3.63,10.98,15.46,15.87,153.66,152.63,--,166.9,--,--,--,15.23,--,20.78,--,
总资产增长率(%),-29.97,-30.86,-35.36,-32.62,-6.91,91.93,123.33,117.46,117.9,9.65,3.37,-1.01,3.77,2.06,2.08,7.23,3.19,3.15,6.7,4.52,3.06,2.94,3.41,-0.49,-3.15,-3.35,-6.41,-1.81,-0.65,-0.87,1.09,1.31,6.85,7.77,4.32,5.39,2.04,4.4,4.42,2.3,-2.66,-3.84,-2.31,2.64,15.45,22.29,29.3,18.2,60.94,59.54,--,75.91,--,--,--,16.53,--,42,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
