报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
主营业务收入增长率(%),-9.14,-3.4,10.48,4.05,12.03,5.94,13.34,27.98,--,38.7,--,4.26,-7.54,19.59,--,2.52,22.86,--,
净利润增长率(%),-55,-37.41,-17.39,-19.36,10.2,-14.61,23.31,0.39,--,22.86,--,2.76,-9.21,90.94,--,4.62,154.68,--,
净资产增长率(%),10.34,12.37,77.69,81.21,--,89.71,--,12.17,--,14.88,--,14.89,84.13,103.68,--,9.55,23.84,--,
总资产增长率(%),28.68,24.17,21.69,23.26,--,48.08,--,20.96,--,37.85,--,51.85,5.15,13.22,--,2.6,8.28,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
