报告期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
流动资产合计(万元),145467,146757,122865,135019,128545,109283,112845,84503,88900,67448,72801,60595,51499,50695,51161,51339,51627,44652,48533,50630,72233,60532,60883,60698,73648,71317,67654,66119,69552,58019,57439,63495,55340,46708,44747,59991,42100,23530,25114,26320,105918,127403,146497,141803,142852,147800,144508,142352,134913,133418,128277,115731,
固定资产净额(万元),--,126562,--,132358,132985,134630,135063,138378,134642,135165,138220,140444,139508,138666,138814,141138,143647,140340,143627,146375,135536,139814,126315,126591,125043,128326,129737,128665,132348,127404,126411,129989,124033,126988,130824,133948,141880,123692,119414,123115,127707,131217,134765,138559,141400,144730,148371,152137,177408,180987,194102,165079,
资产总计(万元),426530,428284,406226,422162,417980,400490,406196,380224,288715,269015,275423,266571,258217,252016,254541,257634,257906,254046,260339,266879,285273,274633,276008,276150,278269,274392,270635,271497,271462,260864,257408,264871,249650,244555,252525,271148,260803,226903,229349,234692,320524,345136,367745,367130,367075,371650,369206,369224,360334,354798,346515,339083,
流动负债合计(万元),160667,160829,146416,173204,138371,122004,129060,116425,44810,31347,37627,31744,34117,31778,34341,37410,43699,42771,51265,59679,81540,72606,74972,76828,72193,65501,62924,60700,56953,43581,46320,58803,45125,40349,54573,75226,275003,244720,227745,231767,204608,218906,252950,242036,166150,168851,165010,196981,139125,137206,135622,141274,
非流动负债合计(万元),2397,2413,2429,2445,3205,3221,3237,3250,2873,2875,2877,2880,3729,3732,3734,4534,4913,3915,3917,3920,4799,4801,4924,4826,9293,10295,7245,7334,12516,14389,11051,7933,9345,10462,10464,10466,16761,13146,23036,16316,58026,52547,30024,28360,79501,80059,81628,50890,101652,97280,90925,78426,
负债合计(万元),163064,163242,148845,175649,141575,125225,132297,119675,47683,34222,40505,34624,37846,35509,38075,41944,48612,46686,55183,63599,86339,77407,79896,81654,81486,75796,70169,68033,69469,57970,57371,66736,54470,50811,65038,85692,291764,257866,250781,248083,262634,271453,282975,270396,245651,248910,246638,247872,240777,234486,226547,219699,
所有者权益(或股东权益)合计(万元),263466,265042,257381,246513,276404,275265,273899,260549,241032,234793,234918,231948,220371,216507,216466,215690,209294,207359,205156,203280,198935,197226,196111,194496,196784,198596,200466,203464,201992,202894,200037,198135,195180,193744,187487,185456,-30961,-30964,-21432,-13391,57890,73683,84770,96733,121424,122740,122567,121352,119557,120312,119968,119383,
期初现金及现金等价物余额(万元),25451,25451,25451,9753,9753,9753,9753,21985,21985,21985,21985,11605,11605,11605,11605,15001,15001,15001,15001,5629,5629,5629,5629,4382,4382,4382,4382,11516,18659,12666,11516,30149,29326,29326,29326,1211,1211,1211,1211,21728,21728,21728,24728,45473,45473,45473,45473,52114,52114,52114,0,48679,52409,52409,--,
经营活动产生的现金流量净额(万元),16553,13174,3679,40272,21467,642,-3419,47901,10755,-4577,1976,15473,1162,-3880,-6039,18136,20188,12610,2270,37037,8603,1662,2812,9356,4101,901,2824,3357,-5748,-5768,-1728,20246,-1347,-1664,-6920,-1173,1338,-2305,522,-38368,-10713,-9485,-4276,2335,5671,16678,3355,18288,6825,10038,6934,-10553,20339,12707,6840,
投资活动产生的现金流量净额(万元),-19313,-18559,-1303,-7854,-15701,-8163,-1570,-70751,-2658,-2054,-19,-10031,-4220,-1866,17,-4574,116,136,-76,-5065,-3121,-3131,-2618,-13923,-1152,-629,-784,-17321,-3730,-1171,-103,-8740,-1947,-956,-515,-20734,-5719,-719,-46,610,-1227,17939,-1866,-5962,731,-246,-4663,-26756,-23009,-5565,-10262,-4135,-9551,-7824,-16192,
筹资活动产生的现金流量净额(万元),-8725,4837,-16151,-16804,1091,5313,16290,10520,1062,-2910,340,4937,848,662,1785,-16965,-23901,-20072,-6026,-22585,-2144,348,-2651,5819,-2615,5137,-1619,6844,-2341,-747,-2201,-30138,-23000,-23000,-21000,50021,9903,2450,-1300,17250,-2800,-6654,-1529,-20078,-19660,-7895,-2844,1909,9916,4139,-8676,18972,-2839,6396,19930,
现金及现金等价物净增加额(万元),-11462,-542,-13787,15698,6872,-2213,11287,-12232,9129,-9556,2292,10379,-2210,-5084,-4239,-3396,-3592,-7327,-3832,9373,3339,-1120,-2457,1247,335,5407,421,-7134,-11822,-7685,-4030,-18633,-26297,-25622,-28436,28115,5523,-573,-824,-20517,-14740,1800,-7672,-23745,-13258,8537,-4152,-6641,-6268,8613,-12004,4284,7949,11280,10577,
期末现金及现金等价物余额(万元),13989,24909,11664,25451,16625,7540,21040,9753,31114,12429,24277,21985,9396,6521,7367,11605,11409,7675,11170,15001,8968,4508,3172,5629,4717,9789,4803,4382,6836,4981,7486,11516,3029,3704,890,29326,6734,638,387,1211,6988,23528,17057,21728,32215,54010,41321,45473,45846,60726,0,52963,60358,63689,--,		
		
  
