报告期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业收入(万元),273236,178997,94271,382535,280475,182862,90754,340092,233809,149508,69966,260560,178178,110272,51891,258237,189526,125917,61412,295596,215253,135910,65267,265340,189842,124370,56647,268352,203480,132010,63070,297069,209336,140051,62908,180483,122749,85128,41460,105039,57062,44068,23684,182174,180654,109616,56241,214549,176541,111632,48063,276894,202902,132391,64532,
营业成本(万元),215356,140964,72186,283976,207938,134253,65360,263381,182147,120088,57257,221656,153809,97556,46027,215024,163200,106431,51961,259187,192106,121108,56826,254407,183796,121065,54202,252532,192486,123318,56734,269904,188902,125783,58439,189455,132636,90879,44557,125408,74415,55160,30125,178509,165050,94706,47651,189201,161547,101902,43129,248826,182057,118258,56792,
营业利润(万元),28110,18068,12705,61686,44964,32702,17413,29283,17022,8802,4205,10409,2830,139,238,13559,6742,5003,2365,10641,5800,3506,2605,-16188,-9897,-7674,-2671,-8502,-4048,-1491,673,5256,6407,5747,1711,-46597,-21053,-14725,-8112,-104728,-35717,-21678,-11379,-24215,-2258,1917,1557,1925,-845,108,205,4375,5039,4063,2318,
利润总额(万元),28160,18082,12822,61666,45092,32791,17415,31543,15671,7925,3768,11138,4136,984,772,12907,5974,4040,1878,9657,4447,2737,1611,-11370,-6639,-4867,-2998,2518,963,1844,1933,11655,9467,8543,2031,116571,-17685,-17688,-8450,-108493,-38843,-23050,-11963,-22250,72,1388,1215,2832,174,929,609,6387,3000,2641,1543,
所得税费用(万元),4324,2825,1964,9964,10299,7561,4072,5321,3642,1873,844,-16,90,90,0,789,-41,-41,0,833,11,11,--,-2066,42,2,--,61,-117,-138,31,-511,-1359,-847,--,573,455,455,--,1632,--,0,--,1387,--,--,--,864,--,0,24,2405,2051,1487,827,
净利润(万元),23836,15257,10858,51702,34793,25229,13343,26222,12030,6051,2924,11154,4046,894,772,12117,6016,4082,1878,8824,4436,2726,1611,-9304,-6680,-4869,-2998,2457,1080,1982,1902,12166,10826,9390,2031,115998,-18140,-18143,-8450,-110124,-38843,-23050,-11963,-23637,72,1388,1215,1969,174,929,585,3982,949,1155,716,
基本每股收益,0.35,0.23,0.16,0.73,0.48,0.35,0.19,0.37,0.17,0.09,0.04,0.16,0.06,0.02,0.01,0.18,0.09,0.06,0.03,0.13,0.06,0.04,0.02,-0.13,-0.1,-0.07,-0.04,0.03,0.01,0.03,0.03,0.17,0.16,0.14,0.03,1.71,-0.53,-0.53,-0.25,-3.24,-1.14,-0.68,-0.35,-0.7,0,0.04,0.04,0.06,0.01,0.03,0.02,0.12,0.05,0.05,0.03,
货币资金(万元),30144,35360,15135,28185,21778,8573,22738,12485,31523,13169,20171,22873,9802,8674,10667,15230,16114,11413,11377,18223,16160,10062,5296,8295,6160,10680,6257,6775,8336,4991,7495,17528,3034,4013,890,30019,6808,655,387,1306,6988,46928,52955,43328,50316,72910,65321,68033,64246,67860,64015,65644,
应收账款(万元),49358,46901,45616,41326,32165,31201,28483,22797,5716,6543,5800,3780,4682,5312,4867,3563,4284,3702,4145,3505,3144,5481,3550,2939,2985,4845,5877,2087,3023,2662,3306,1254,1257,3606,2251,1188,3852,3669,2850,3454,3888,4272,3699,3910,3770,4079,4504,3086,4508,6545,4681,4653,
存货(万元),32560,33958,30081,32382,21994,22528,22918,19296,17918,17228,21336,14552,16828,16717,15343,10454,14216,15079,15237,13127,17485,19355,17560,18618,22130,24117,30482,27914,25940,22771,24141,18515,19943,18095,17894,12434,12653,8534,11003,9946,12062,11421,8482,8850,13394,13688,13959,15486,16077,16419,17765,15228,
