报告期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业收入(万元),299597,198519,95095,396440,228249,135101,55328,277178,149559,93237,46922,231448,117597,73171,43799,188761,103193,71196,44265,149753,92922,62880,36979,130553,82009,52225,20405,64147,45990,29025,15354,58152,37749,25140,13415,42170,26550,17265,9824,34096,24669,16998,9828,37196,25137,16919,9773,29586,17509,10701,6072,19189,12666,8169,4287,
营业成本(万元),242351,161946,78688,314894,169403,99015,37550,204341,108521,67448,34062,177447,81648,51056,33683,127250,72401,50733,34100,102523,65717,45824,28134,91006,60422,39118,12121,37557,29916,18291,9506,35778,23902,16134,8236,25699,16397,10678,5889,19354,15099,10781,6037,23421,16271,10678,6027,18683,10717,6362,3597,10686,6888,4542,2281,
营业利润(万元),4249,2957,1909,2427,3975,1224,2088,9964,8469,2618,1619,-1335,6710,1334,1332,14784,5217,2547,2876,4815,4093,2736,2106,4101,2292,1821,1748,-168,-348,789,448,1172,1475,1138,518,16017,16293,16039,153,760,1325,1080,553,-43,379,377,169,2338,3137,-447,49,424,1343,978,314,
利润总额(万元),4387,2931,1905,4636,4401,1514,2252,11745,9044,3069,1884,-2113,6610,2171,2408,15259,6952,3935,3007,6289,5013,3614,2704,4604,2962,2376,1981,2124,1570,1189,236,595,1119,1014,135,17722,16041,16028,224,-424,1197,965,346,-3936,243,328,159,281,3126,-444,55,85,1313,950,314,
所得税费用(万元),1951,1198,676,2215,-281,352,369,1268,-172,-210,-46,-4630,131,-221,13,350,-101,-87,2,109,-70,-70,--,497,27,31,--,372,34,34,--,-212,360,162,--,2340,669,669,--,205,-14,-14,--,-71,18,18,0,-116,-50,-61,0,-160,0,0,--,
净利润(万元),2436,1733,1229,2421,4682,1162,1883,10477,9216,3279,1930,2517,6479,2392,2395,14909,7053,4021,3005,6180,5083,3684,2704,4107,2935,2345,1981,1752,1536,1155,236,808,760,851,135,15382,15371,15359,224,-630,1211,979,346,-3865,225,311,159,397,3176,-383,55,245,1313,950,314,
基本每股收益,0.04,0.03,0.01,0.08,0.07,0.02,0.02,0.18,0.15,0.04,0.04,0.03,0.1,0.03,0.07,0.48,0.22,0.13,0.1,0.24,0.21,0.15,0.12,0.19,0.14,0.12,0.11,0.1,0.09,0.07,0.02,0.07,0.05,0.05,0.02,0.91,0.86,0.86,0.01,-0.04,0.07,0.06,0.02,-0.21,0.03,0.02,0.01,0.03,0.2,-0.01,0.01,0,0.07,0.03,0.02,
货币资金(万元),23341,24421,22381,47255,25123,46639,33247,47909,32647,53306,31738,35426,37402,46039,46621,63382,57119,59703,75662,86530,9583,14059,13671,24376,18202,24516,2622,4665,10084,4587,3172,4137,3929,5472,7986,5073,4379,5773,7323,7249,1323,814,1860,826,347,1931,2139,1082,946,1086,797,462,
应收账款(万元),70643,74860,85877,83130,69764,63488,58929,71534,20411,17220,13169,15906,19110,16480,13989,19698,14174,18809,12837,15337,6339,4789,9375,6526,3958,2453,4964,5256,4381,4832,6168,7069,4439,2756,4769,2876,1952,1332,3112,2370,2464,2197,2580,2404,2309,2019,2633,4531,5172,4312,4255,1722,
存货(万元),49174,40895,37031,45303,50809,37476,39922,35813,28045,33027,32322,35904,48796,38256,33585,27761,32202,24459,10317,7970,12407,12874,13129,10444,13527,12740,7188,6877,7184,7061,6120,6691,6155,5850,6908,7668,5930,5381,5635,6757,5841,5370,5455,5729,5924,5868,6037,5703,5274,5060,5120,4928,
