报告期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业收入(万元),106734,70853,37362,151789,114669,76766,37914,160958,119918,79354,39027,146823,109937,74615,36597,141143,102388,69083,32836,137311,97623,64142,30541,125620,92228,62501,32091,126806,93779,65466,32767,140054,105632,72756,37219,133428,101263,72076,36889,117034,90063,58956,30219,119656,90697,62601,30482,111443,86041,57519,27954,97316,75004,48797,23986,
营业成本(万元),91481,61610,32653,129804,96840,64306,31078,134284,99750,66125,32771,119191,89277,61301,30507,120382,86327,58174,27175,115233,82436,54503,26060,100618,73862,50118,25806,101645,76081,53341,27197,118992,89105,61509,31458,107860,81159,57379,29516,83779,64371,42718,23155,96936,72398,49444,24058,90089,69633,46815,23415,76961,58504,37147,18068,
营业利润(万元),647,157,131,824,1780,1327,653,1731,1467,891,655,1692,1444,401,137,-15711,-2626,-1215,-977,-2855,-2995,-2375,-975,1807,1043,733,275,2709,2104,1766,551,1328,2578,1462,918,8156,6754,5591,2170,14855,10017,4956,1851,1658,2521,2594,1063,3279,1665,871,161,1133,2678,2709,1277,
利润总额(万元),661,201,175,891,1792,1287,637,1847,1462,936,663,1368,1071,529,231,-15501,-2513,-1288,-1012,246,-2699,-2130,-727,2064,1272,869,432,2760,2184,1725,544,1651,2613,1449,928,8050,7016,5690,2180,13995,9085,4063,1832,1594,2416,2490,1046,3542,1578,810,129,1096,2794,2523,1227,
所得税费用(万元),--,--,--,6,-4,--,--,5,1,--,--,361,361,361,--,298,-100,--,--,162,--,0,--,402,122,123,118,933,429,365,134,737,722,513,262,985,883,1160,576,2810,2088,1051,492,822,1303,1157,335,1280,764,350,134,514,639,467,269,
净利润(万元),661,201,175,885,1796,1287,637,1842,1461,936,663,1006,710,167,231,-15798,-2413,-1288,-1012,84,-2699,-2130,-727,1662,1150,746,314,1827,1755,1360,410,914,1890,936,667,7064,6132,4530,1604,11185,6997,3012,1340,772,1113,1333,711,2262,814,460,-5,582,2155,2056,958,
基本每股收益,0.02,0.01,0.01,0.03,0.05,0.04,0.02,0.05,0.05,0.03,0.02,0.04,0.02,0.01,0.01,-0.44,-0.07,-0.04,-0.03,0.01,-0.07,-0.06,-0.02,0.05,0.04,0.02,0.01,0.06,0.06,0.05,0.01,0.03,0.07,0.03,0.02,0.26,0.22,0.16,0.06,0.4,0.25,0.1,0.04,0.04,0.05,0.06,0.03,0.11,0.04,0.02,0,0.03,0.08,0.07,0.03,
货币资金(万元),8872,6159,8362,9552,6897,9500,7462,9953,8579,13065,9308,15960,10389,14136,16917,17649,16205,34203,24017,14460,14452,14562,20774,20064,27209,17968,60804,20849,13434,13642,20886,15444,16485,17466,14891,15004,13722,11819,15409,19349,16905,19644,15999,20830,17143,17525,17581,12988,17927,17126,21049,17031,
应收账款(万元),28931,29107,32267,25624,27999,28712,29745,24401,29556,28827,27979,26439,27845,30658,32442,28586,31384,34877,30482,27641,29062,28527,24170,25514,21777,20952,21878,19183,17464,19162,19298,20376,18433,16841,16954,19335,16921,17139,17079,16057,16289,16169,20174,17096,19366,21124,18138,15377,16252,16773,16185,14767,
存货(万元),34532,35641,35392,33545,36465,38115,36980,34563,33561,38287,36082,36460,39946,36530,35542,35794,35914,34335,33863,31986,38545,37741,37165,33358,31433,32176,30810,28339,26100,29973,29072,49416,49029,47148,21459,20230,25014,24803,23961,23486,18238,17677,14342,19467,23389,18705,18049,17631,16782,17270,16629,15702,
