报告期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业收入(万元),3070245,2085080,1054545,3838091,2782379,1755090,920378,2493964,1615516,922164,418907,1360592,1016853,635973,312820,1111773,822132,539597,267364,980235,721418,469351,229886,799343,591416,376516,186515,641802,476447,312287,165347,530503,398139,261643,135543,399905,308203,201605,91533,271004,198691,118930,53729,221180,167992,107732,54992,249500,180739,120559,72932,269719,209161,139040,80011,
营业成本(万元),2669424,1818773,930884,3334012,2431129,1534366,816358,2134414,1400118,802601,367422,1158227,885323,554517,274194,948949,711485,466289,232950,837173,617727,401023,195703,678294,504943,320124,158976,544796,403033,262930,142657,442419,334727,219505,114315,334206,262404,172478,77374,224373,167637,101077,45577,186165,141812,90322,45696,214344,149583,99717,63530,233585,180304,120267,70207,
营业利润(万元),90567,56670,29717,97885,96581,71932,30216,124375,75001,44334,18223,64774,35980,16570,7141,62274,43372,8212,6232,15353,14080,11350,6165,8875,8240,10792,5273,7834,10408,7920,4315,7295,7917,6574,4764,8366,5499,3948,2741,-3782,879,-145,-21,-2587,2786,3264,3254,1324,5845,4611,1351,-1594,3130,2090,1269,
利润总额(万元),90727,57136,29912,100631,90191,65639,29724,115276,74449,44371,18180,65382,36084,16409,7245,62923,43793,8879,6604,15671,15017,11835,6347,34834,15248,11743,5567,10818,11950,9533,4864,9999,9971,8249,4949,10772,7002,5604,3007,-361,2580,1411,193,2290,3730,3998,3526,7347,6925,5213,1740,1906,3844,2593,1503,
所得税费用(万元),25094,19549,9699,31296,28568,20608,8062,33193,19362,12024,5555,15497,8703,4013,2435,11075,4470,274,2125,7309,4863,3383,2127,11902,4726,3250,1392,710,2829,2038,1026,3810,2978,2447,1430,5244,2558,1747,930,-423,579,-219,33,606,638,564,824,2713,858,719,272,-128,2554,2088,--,
净利润(万元),65632,37586,20214,69335,61623,45031,21662,82083,55086,32347,12625,49885,27380,12397,4810,51849,39322,8606,4479,8363,10154,8452,4221,22931,10522,8493,4176,10108,9121,7495,3839,6189,6993,5802,3519,5528,4444,3857,2077,61,2001,1630,160,1684,3092,3434,2702,4634,6067,4494,1468,2034,1290,504,1503,
基本每股收益,0.13,0.07,0.05,0.16,0.16,0.12,0.06,0.24,0.16,0.09,0.03,0.19,0.15,0.1,0.05,0.65,0.47,0.08,0.04,0.03,0.07,0.07,0.04,0.16,0.08,0.07,0.04,0.09,0.09,0.08,0.04,0.08,0.08,0.06,0.04,0.07,0.06,0.05,0.03,0.02,0.04,0.03,0.01,0.04,0.05,0.05,0.03,0.06,0.08,0.05,0.02,0.05,0.01,0,--,
货币资金(万元),519866,549628,355681,408909,333494,323103,371089,321194,320471,301353,204763,307250,267757,409976,334058,307583,223337,193458,180170,153034,157838,163138,145674,149665,101490,109228,166169,108525,100668,97789,83173,81708,62418,82353,83283,90169,67046,63201,59783,46783,41508,53701,45060,39261,43212,44265,40293,50687,49832,52332,70212,70526,
应收账款(万元),1809591,1916964,1918107,1895315,1700970,1695644,1511361,1401180,1113590,928727,844897,720805,679938,609674,563313,537325,536201,495655,481134,413772,416475,386806,366672,322149,292933,272555,252616,216359,232968,225123,213290,173537,169851,146210,133932,97806,109547,100557,86777,70028,71128,58724,53234,44849,58395,60283,61186,56703,62307,59441,62878,58234,
存货(万元),370048,372817,415442,395097,381607,371582,362613,332870,291851,229661,156210,148495,132145,118165,103871,106594,111549,109561,105848,100222,91524,89092,86747,85762,79638,73116,71613,70493,64556,59195,55483,66119,52859,51106,46709,49418,39170,38293,37679,33319,27741,26980,26691,24218,25620,24837,24832,24680,27698,29207,30641,32032,
流动资产合计(万元),3235172,3442820,3151787,3360450,2918845,2916614,2740802,2500274,2043509,1771297,1491894,1431443,1295608,1331680,1201389,1117407,1099579,963949,921988,793413,787311,758346,698109,662607,571688,525553,581458,472829,453038,432840,408251,386681,348779,332987,317068,295795,261560,242754,220159,191520,185480,191131,195776,179250,198020,196779,209026,214290,196614,196613,231928,243693,
固定资产净额(万元),--,90048,--,90590,78281,78872,74593,74631,62349,57731,52154,48691,42752,40067,38492,45588,40032,65511,66439,67637,59483,57377,62721,58560,44529,42639,43845,43171,40131,40288,40546,41252,40590,41054,40974,41238,41167,41623,44019,44508,57072,47776,46779,45014,45950,46601,45246,46323,58155,58847,55892,56514,
资产总计(万元),3977268,4185946,3927331,4112674,3571614,3542677,3363187,3086438,2527531,2160514,1747426,1666147,1470824,1482661,1351361,1276226,1216369,1141512,1094488,963171,935206,897704,833491,801924,697061,641918,697627,586352,558214,535850,507878,483532,469706,452713,435355,414779,386566,369168,352191,316475,306881,303933,300030,277754,295018,294360,303415,312160,306958,307807,344152,354212,
流动负债合计(万元),2842848,3068658,2749740,3058642,2406033,2569371,2413228,2265608,1714863,1453018,1128347,1061870,906224,934765,1110079,1043396,997264,928550,903327,777972,754416,717756,657720,611693,521625,468431,528618,480150,451085,430830,406240,385578,371634,355316,334645,318064,300492,284087,268345,234546,214248,209058,202059,179193,194174,192842,202921,209263,205244,206219,241381,252212,
非流动负债合计(万元),338240,343122,391780,342171,449595,276457,279997,174127,174194,89875,15982,16481,18860,19111,18580,18524,2006,6744,6977,6941,751,1261,1335,1431,292,291,205,504,550,550,550,850,17,198,6478,6453,11629,11538,12511,12671,17232,17982,19732,20482,11480,11480,12180,12534,12500,13966,16663,17745,
负债合计(万元),3181087,3411780,3141519,3400813,2855628,2845828,2693224,2439735,1889057,1542893,1144330,1078350,925085,953876,1128659,1061920,999271,935294,910304,784913,755167,719017,659055,613123,521917,468721,528823,480654,451635,431381,406790,386428,371651,355514,341122,324517,312121,295625,280856,247217,231480,227040,221791,199675,205654,204322,215101,221798,217744,220185,258044,269957,
所有者权益(或股东权益)合计(万元),796180,774167,785811,711861,715986,696849,669962,646704,638474,617621,603096,587796,545740,528785,222702,214306,217098,206218,184184,178258,180039,178687,174436,188801,175144,173197,168805,105698,106579,104469,101087,97104,98055,97200,94233,90262,74446,73543,71336,69259,75401,76893,78239,78079,89363,90038,88313,90362,89214,87622,86108,84254,
期初现金及现金等价物余额(万元),127789,127789,127784,181836,181836,181836,181836,168962,168962,168962,168962,147242,147242,147242,147242,78134,78134,78134,78134,100902,100902,100902,100902,73318,73318,73318,73318,53974,53974,53974,53974,43015,43015,43015,43015,18723,18918,18918,18723,11961,11955,11916,11912,13574,13574,13574,13574,19707,19705,19705,19705,32938,32936,32933,39511,
经营活动产生的现金流量净额(万元),45119,42809,6945,-113518,-39556,-94978,-105815,-243291,-97964,-67858,-90763,-149699,-90188,-42654,-22475,9051,-59380,-42652,-40016,-11748,-19516,-24457,-29419,-12307,-12763,-32853,-13285,-8173,-2773,-11243,-10458,-19033,-27407,-12389,4090,4096,-6922,-19233,-5515,20634,11464,5222,-5730,20539,14117,13092,4270,5059,10733,1208,1382,5404,1692,802,488,
投资活动产生的现金流量净额(万元),-26855,-11794,-12035,-174721,-33799,-26362,-19246,-143170,-135609,-56452,-47908,-73234,-25318,-7842,538,-8924,13673,-6807,-8128,-27330,-16589,-9526,-10413,-19113,-15895,-6232,-2819,-15844,-8357,-5938,-2009,16722,-7640,-5310,169,-9897,-3183,-4805,-8085,-26518,-23887,-12038,-857,2928,7680,9188,3118,4620,-3217,-1615,-1625,13924,9747,10012,-1298,
筹资活动产生的现金流量净额(万元),44308,37223,73539,234190,72303,138896,189686,399337,298424,157724,56081,244652,85564,136952,3204,68982,67885,59999,52967,16310,33796,19166,16242,59004,22645,33291,88001,43394,18741,28847,8510,13271,21131,25420,7296,30315,25017,28901,20717,12646,14135,5531,5754,-25119,-26278,-23442,-13389,-15802,-20533,2178,2784,-32524,-26595,-16775,-1671,
现金及现金等价物净增加额(万元),62572,68237,68449,-54048,-1053,17556,64624,12875,64851,33414,-82590,21719,-29942,86456,-18733,69109,22179,10540,4823,-22768,-2309,-14817,-23591,27584,-6161,-5919,71869,19344,7652,11680,-4002,10959,-14205,7492,11413,24292,14913,4863,7116,6763,1712,-1284,-834,-1662,-4490,-1170,-6003,-6134,-13017,1770,2542,-13230,-15156,-5961,-2490,
期末现金及现金等价物余额(万元),190360,196026,196234,127789,180784,199392,246461,181836,233812,202376,86372,168962,117301,233699,128509,147242,100312,88673,82957,78134,98593,86085,77311,100902,67157,67399,145187,73318,61626,65655,49973,53974,28810,50508,54428,43015,33831,23782,25839,18723,13666,10632,11079,11912,9084,12404,7570,13574,6689,21475,22247,19707,17780,26972,37021,		
		
  
