报告期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业收入(万元),23206,16295,8530,42403,34124,16538,5025,18496,11063,6281,2381,8888,5794,3653,1443,5272,3575,2579,1118,5424,3218,2134,766,3249,2104,1187,465,1214,111,77,34,29624,26387,19801,8362,46737,31852,22981,11529,66100,47035,35283,17744,54563,37521,24248,10837,41527,29626,19409,8005,39527,26768,17911,7101,
营业成本(万元),16584,12395,6945,33148,28077,13059,3685,13477,8561,4889,2154,7473,5427,3428,1480,5564,3960,2617,1300,4554,2355,1504,639,2809,1846,1097,534,1254,125,123,46,30094,25105,18379,7693,44038,30639,20690,9417,57478,38227,27732,13569,33427,23992,15273,7151,27128,20365,13501,5825,28538,19806,13375,5328,
营业利润(万元),2891,1375,295,2754,2980,1519,563,3253,-29,-524,-848,-2400,-2277,-1639,-917,-3806,-2907,-1608,-1078,-2865,-1229,-344,-361,-625,-637,-480,-341,-11466,-2537,-8248,-3165,-18528,-18406,-10237,-4793,-49317,-28082,-21353,-2567,-50062,-7090,-3472,370,6750,4544,2703,759,2825,1690,1047,257,3220,1089,726,104,
利润总额(万元),2883,1383,295,3180,3103,1640,563,2884,-56,-551,-848,-2888,-2394,-1757,-926,189,-419,82,-1080,-3783,-1629,350,123,480,-219,-313,-117,41589,-760,-8256,-3165,-337,-23312,-10244,-4798,-61635,-44694,-37927,-2369,-52105,-7141,-3311,355,7064,4696,2743,758,3510,1924,1306,253,2829,1176,809,101,
所得税费用(万元),0,--,--,34,14,5,--,0,2,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,30,--,--,1423,914,-69,-2,-1004,-129,-131,191,3421,753,599,318,1853,1015,515,216,937,422,382,73,902,283,4,--,
净利润(万元),2883,1383,295,3145,3089,1635,563,2883,-58,-551,-848,-2888,-2394,-1757,-926,189,-419,82,-1080,-3783,-1629,350,123,480,-219,-313,-117,41589,-789,-8256,-3165,-1760,-24225,-10175,-4796,-60632,-44566,-37796,-2559,-55526,-7894,-3910,37,5212,3681,2228,542,2573,1501,923,181,1927,892,805,101,
基本每股收益,0.08,0.04,0.01,0.09,0.09,0.05,0.02,0.08,-0,-0.02,-0.02,-0.08,-0.07,-0.05,-0.02,0.01,-0.01,0.01,-0.03,-0.11,-0.05,0.01,0,0.01,-0.01,-0.01,-0,1.3,0.08,-0.15,-0.05,0.1,-0.59,-0.25,-0.11,-1.68,-1.24,-1.07,-0.08,-1.65,-0.26,-0.14,-0.01,0.06,0.06,0.04,0.01,0.07,0.06,0.04,0.01,0.06,0.04,0.03,0,
货币资金(万元),6594,4529,2913,1384,1352,1461,1296,3591,979,550,414,734,953,625,542,2749,1402,750,888,2158,1088,2541,2218,3861,360,1283,5200,7926,28537,4212,3195,158,97,229,414,713,630,808,4737,10756,9551,7339,38798,33972,35297,36911,43424,32809,37252,34553,18332,13229,
应收账款(万元),28,76,54,63,115,190,348,821,959,1014,1291,1194,1255,1646,1570,1382,1071,1365,980,1186,795,961,686,1326,2106,2148,576,1105,0,109,432,690,1235,1346,1900,1527,1912,2406,6031,5818,16661,17674,17252,15939,13958,16365,14978,14394,14500,16635,8769,16900,
存货(万元),403,487,424,265,257,285,564,659,357,329,389,594,358,256,551,414,366,484,338,409,476,364,461,500,505,471,270,273,309,4211,4378,4256,7026,7703,8408,8459,10408,11360,10918,9360,13717,12008,12898,12469,10621,8047,9514,7273,7525,7433,8259,7179,
流动资产合计(万元),13808,11969,10302,9988,15761,12807,7138,9139,4763,3322,2955,3173,3460,3659,3566,5408,4084,2899,2979,4304,3564,5528,7888,8929,4753,4493,10302,13622,36052,10986,10208,5988,9437,11736,13443,12923,16763,22616,36533,38496,69192,71706,104248,91100,82064,80474,84604,69742,65153,67147,50441,45802,
固定资产净额(万元),--,16116,--,16661,16684,16737,16896,17294,17312,17640,17958,18270,18517,19172,18492,18728,18623,17797,17630,17720,3005,2933,2795,2633,2552,2593,2316,2123,2434,76734,78712,80151,109365,111031,111433,113083,120596,122407,110096,111323,84164,85467,87693,88388,43731,44324,44996,44089,41619,42218,42685,43323,
资产总计(万元),52480,49986,48095,47650,53093,49699,44058,43668,35129,34044,34021,34469,35065,35342,35643,37580,36730,35448,35095,36064,33184,32927,32956,32207,15666,14089,16829,19223,44953,92777,95783,93020,128885,133910,137033,138229,155657,158441,172990,174469,210436,200585,224908,210958,143986,139156,142657,127650,125421,119884,102500,97966,
流动负债合计(万元),14519,13763,13178,13193,5804,4463,4006,4517,34863,34205,5134,4842,7988,7758,29513,30526,31371,29488,32255,32175,27358,26168,26354,26212,9824,8418,11017,13335,102891,139914,135829,127901,174014,164950,160656,155018,143464,138975,133001,131912,103245,102875,110869,119001,73204,69755,74817,70509,80673,74929,58069,53700,
非流动负债合计(万元),27467,27460,27514,27511,40613,40290,36493,36238,108,101,29254,29247,26370,26362,4065,4058,3051,3137,1130,1123,1094,0,0,0,560,560,560,560,9853,13333,15333,17333,28451,28489,30528,32566,44337,44840,30127,30136,47138,33673,46055,24010,4365,4437,4563,4594,3617,3627,3814,3830,
负债合计(万元),41986,41223,40693,40704,46417,44753,40499,40756,34972,34306,34388,34089,34358,34120,33578,34584,34422,32626,33385,33298,28452,26168,26354,26212,10384,8978,11577,13895,112745,153248,151162,145235,202465,193439,191184,187583,187801,183816,163129,162048,150383,136548,156924,143011,77569,74192,79379,75103,84290,78556,61883,57530,
所有者权益(或股东权益)合计(万元),10493,8763,7402,6946,6676,4947,3559,2913,157,-262,-367,381,707,1222,2064,2997,2308,2823,1710,2766,4733,6758,6602,5995,5282,5111,5252,5328,-67792,-60471,-55379,-52214,-73580,-59529,-54151,-49354,-32145,-25375,9862,12421,60053,64037,67985,67947,66417,64964,63278,52547,41131,41328,40617,40436,
期初现金及现金等价物余额(万元),1384,1384,1384,3511,3511,3511,3511,654,654,654,654,2669,2669,2669,2669,2078,2078,2078,2078,3801,3801,3801,3801,7866,7866,7866,7926,136,136,136,158,670,713,670,670,10716,10716,10756,10756,12092,33972,33972,33972,10683,32809,32809,32809,13229,13229,13229,13229,11383,11384,11383,11384,
经营活动产生的现金流量净额(万元),6420,3955,1969,2304,-4842,-313,-2052,765,656,148,-348,579,272,-654,-1195,-2559,-3139,-1485,-1060,7,518,1430,-26,-2410,-4137,-3570,-2111,-20753,-4401,-2761,-1088,341,1030,752,411,-685,-1484,-1455,-493,4736,-9142,-8144,-5858,5948,1358,693,339,5969,12216,6512,884,4683,6280,4437,-2339,
投资活动产生的现金流量净额(万元),-1212,-811,-440,-4153,-4036,-8135,-2725,-2162,-127,-48,-9,-913,-836,-723,-689,-1008,-1206,-799,-763,-5010,-3538,-2691,-1926,-16131,-3024,-1168,-288,26155,26821,846,-702,-715,-184,-138,-164,-2962,-2669,-2326,-1630,-23483,-21157,-14468,-7602,-36264,-9904,-6828,-3956,-9495,-3365,960,-210,548,-407,166,55,
筹资活动产生的现金流量净额(万元),-0,-0,-0,-279,6718,6398,2482,4253,-284,-284,37,-1680,-1232,-747,-323,4158,3589,876,553,3280,248,-59,309,14476,-405,-1905,-327,2328,5982,5982,4826,-161,-1461,-1055,-545,-6399,-5973,-6167,-3896,17371,5879,-4020,18286,31725,11035,10238,14233,23105,15172,13852,4428,-3385,-3013,-7023,-830,
现金及现金等价物净增加额(万元),5210,3145,1529,-2127,-2159,-2049,-2294,2857,245,-184,-320,-2014,-1796,-2124,-2206,591,-756,-1407,-1270,-1723,-2773,-1320,-1643,-4065,-7566,-6643,-2726,7730,28402,4066,3036,-534,-616,-441,-299,-10046,-10126,-9948,-6019,-1376,-24421,-26633,4826,1409,2489,4102,10615,19579,24023,21324,5103,1846,2860,-2421,-3114,
期末现金及现金等价物余额(万元),6594,4529,2913,1384,1352,1461,1216,3511,899,470,334,654,873,545,462,2669,1322,670,808,2078,1028,2481,2158,3801,300,1223,5200,7866,28537,4202,3195,136,97,229,371,670,590,808,4737,10716,9551,7339,38798,12092,35297,36911,43424,32809,37252,34553,18332,13229,14244,8962,8271,		
		
  
