报告期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
流动负债合计(万元),268254,249060,332413,322244,262575,342849,323573,323547,368310,365800,408794,330114,235855,127507,56641,56386,49463,104943,104642,113735,99989,108090,105881,101817,91657,65335,70664,70732,60301,55928,36813,29442,32262,30910,25508,40380,36102,35975,29152,26599,13644,
非流动负债合计(万元),172222,166719,139395,139090,216433,224294,201357,212149,114379,112840,102686,100323,149416,73936,54130,54216,57619,57958,58060,57973,64722,74009,74183,74653,88052,65090,69996,70515,21026,11097,21051,20774,20448,20453,7131,7221,5307,5807,6917,8895,22554,
负债合计(万元),440476,415779,471809,461334,479008,567143,524930,535695,482689,478640,511480,430437,385271,201443,110771,110602,107082,162900,162702,171708,164711,182098,180065,176470,179710,130426,140659,141247,81327,67025,57865,50216,52711,51363,32639,47601,41408,41781,36069,35494,36198,
所有者权益(或股东权益)合计(万元),415705,410403,405524,401227,404630,402634,400565,388373,379978,375537,371525,368435,372071,368492,358542,354598,351661,345849,191460,187121,182239,175625,175581,171001,162239,153509,156067,153657,144474,141336,138489,141898,139298,136466,138330,137062,34088,31792,33762,19654,19145,
期初现金及现金等价物余额(万元),43402,43402,43402,87868,87868,87868,87868,48091,48091,48091,48091,63029,63029,63029,63029,29484,29484,29484,29484,74418,74418,74418,74418,128443,128443,128443,128443,78002,78002,78002,78002,114338,114338,114338,114338,8772,8772,8772,2952,2952,4447,985,
经营活动产生的现金流量净额(万元),4782,624,-12799,9124,-26151,-31621,-24742,10953,-2448,-4514,-3367,19848,-8476,-10789,1318,15989,2626,4839,-4582,16558,6213,5169,701,32837,20307,10174,4406,11891,8478,1349,-863,2955,3004,320,-3278,4547,2327,1197,4619,2273,5572,13802,
投资活动产生的现金流量净额(万元),39835,54625,-4510,21964,30446,35655,-41177,-67328,-76079,-61047,-35437,-256966,-198112,-52072,-6474,-61270,-25693,-11935,-4642,-50376,-41948,-20822,-6416,-57831,-33186,-8704,-6830,-45151,-35145,-19211,-10408,-36808,-32132,-28358,-3152,-5687,-4682,-3882,-5286,-2947,-8289,-9304,
筹资活动产生的现金流量净额(万元),-50555,-48153,3663,-75748,-71649,32854,6494,96341,62149,53276,88636,222109,221099,38248,2260,78827,88250,145985,-367,-11117,-4311,11641,6540,-29024,-20414,-22015,-1420,83701,23326,9129,2425,-2473,-3497,-3964,-12814,106716,4517,3528,6476,2294,1251,-1036,
现金及现金等价物净增加额(万元),-5932,7099,-13666,-44466,-67279,36923,-59497,39777,-16389,-12291,49831,-14938,14511,-24606,-2895,33545,65184,138890,-9593,-44934,-40050,-4016,828,-54025,-33293,-20545,-3844,50441,-3320,-8731,-8847,-36336,-32627,-32004,-19249,105566,2153,834,5820,1630,-1495,3462,
期末现金及现金等价物余额(万元),37470,50501,29736,43402,20588,124791,28371,87868,31702,35800,97922,48091,77540,38424,60134,63029,94668,168375,19891,29484,34369,70402,75246,74418,95150,107898,124599,128443,74682,69271,69155,78002,81711,82334,95090,114338,10926,9607,8772,4583,2952,4447,		
		
  
