报告期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业收入(万元),198320,132479,65296,250425,184395,123320,58608,218732,163163,111745,48185,186209,132700,81432,33118,146460,109166,75218,37737,152398,114536,74640,35560,126111,80483,45331,20854,80102,55865,34327,13880,61609,40921,22913,10697,51338,34220,18787,37863,26583,29481,25831,
营业成本(万元),132333,87736,42632,159111,122931,82478,38465,154207,114689,80176,34065,127402,90050,53853,20746,83908,62378,43973,22520,88886,69467,44832,21883,74258,44473,24477,11118,41753,29485,18467,7300,32717,21270,12473,5763,27137,16859,8922,18440,12729,14175,13659,
营业利润(万元),11871,7443,4806,12603,8428,2786,1399,10555,7728,4962,250,5921,8610,6971,3528,18556,16122,10697,4691,20694,15987,10256,4215,17733,12368,6046,2530,12569,9408,4933,1614,9719,6667,3252,1513,8684,5810,3093,6011,4151,3532,3578,
利润总额(万元),12732,7510,4889,11200,13425,7662,3460,12590,14111,7657,3490,11460,11119,7636,3866,21750,17087,11086,4785,22460,17643,10917,4669,19466,13045,6625,2489,12950,9548,5195,1816,10075,6954,3626,1528,8805,5785,3095,6070,4270,4068,3501,
所得税费用(万元),-1060,-956,537,2403,1613,708,395,1377,2638,533,358,1696,965,529,279,1586,969,777,468,805,870,758,495,2356,1670,1048,387,2033,1339,838,305,1587,1024,527,255,1264,890,496,864,631,340,332,
净利润(万元),13792,8466,4352,8797,11812,6954,3066,11213,11473,7125,3132,9764,10154,7107,3587,20165,16119,10309,4317,21654,16773,10159,4174,17109,11376,5577,2102,10917,8209,4357,1511,8488,5930,3098,1273,7542,4895,2599,5206,3639,3728,3169,
基本每股收益,0.14,0.08,0.05,0.09,0.14,0.08,0.04,0.1,0.11,0.07,0.03,0.1,0.12,0.08,0.05,0.28,0.26,0.18,0.08,0.39,0.3,0.23,0.09,0.4,0.27,0.14,0.07,0.36,0.27,0.14,0.06,0.34,0.24,0.12,0.11,0.81,0.52,0.28,0.63,0.44,0.44,0.38,
货币资金(万元),56875,65119,51702,65011,78756,176554,80624,141379,77518,84171,145620,83579,86645,47168,63016,65733,98141,172296,23686,33441,35507,72802,77980,76121,96079,108222,124865,128943,75231,69420,69220,78599,81957,82540,95152,115225,10936,9727,8908,4007,4447,
应收账款(万元),107964,103609,103692,83570,98181,95732,88807,80822,84979,89758,83289,79518,90699,89326,53735,51577,44081,38938,39854,39556,36395,33760,32700,31985,28891,12135,12123,12306,8895,8760,6242,6479,8495,8034,6449,5293,3071,3075,3751,1453,1393,
存货(万元),63391,52161,53357,59006,57399,55770,53267,50455,53234,50377,49164,50313,52087,46491,33524,34175,32850,30975,28723,28430,25108,24115,25041,22459,21069,14254,13967,12873,12051,11057,9911,8935,9019,9355,6689,5422,4672,5237,3024,2360,1982,
流动资产合计(万元),328006,320935,401500,391859,426768,520010,480652,487238,303181,315407,372366,298081,288210,257485,188363,212757,205944,267283,117853,124832,123277,153922,155821,149766,162802,149525,165083,169195,109897,103265,99144,104850,110306,109022,117593,133534,24886,23259,21872,11551,10118,
固定资产净额(万元),--,188245,--,185500,168095,151797,--,153969,155267,153075,154171,154443,154600,156587,146510,147012,119269,120452,121440,122325,112248,113153,90168,91358,65923,62333,61619,61547,58910,55706,54754,54606,53670,53749,41277,41589,40066,40206,37498,29288,17722,
资产总计(万元),856181,826182,877333,862561,883638,969777,925495,924069,862667,854177,883005,798873,757342,569935,469313,465200,458743,508749,354162,358828,346950,357723,355646,347471,341948,283935,296726,294903,225802,208362,196353,192114,192009,187829,170969,184663,75496,73573,69831,55147,55343,
