报告期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业收入(万元),130131,117490,88239,797491,219537,208378,100128,621740,224766,210176,16159,592186,156749,136732,100203,843608,218762,62960,5511,348617,21255,11839,4082,99627,59373,47625,5350,112223,31451,17701,7024,151862,121167,103605,76788,146133,23615,14561,5808,65476,47448,24015,9173,79522,34372,20747,7919,66398,41276,24783,9166,75060,49744,30900,13309,
营业成本(万元),68610,58580,39765,538524,157303,148461,64115,400120,164268,154035,11296,401103,115545,103073,75770,625701,185951,53175,4494,259287,19436,10826,3160,92865,54586,44445,3984,60025,23425,13024,4697,84509,65101,54743,38350,99574,17328,9873,3695,50509,35674,19474,6953,67236,31012,18375,6514,60904,37206,21728,7282,65268,41773,25208,9509,
营业利润(万元),20559,33511,30127,127533,31393,36224,23300,135132,26611,31477,-4891,104538,22386,13777,12612,97711,-6820,-9232,-7225,31551,-26506,-16474,-7480,7678,-8401,-1577,10264,13065,-23423,-16300,-8051,16274,18447,19647,19997,34951,13163,14812,1520,14768,10527,2535,2094,8492,1399,1227,504,1938,1343,1248,710,2375,2075,1513,1458,
利润总额(万元),20813,33779,30131,127643,31511,36313,23298,135747,27303,31603,-4842,106211,23770,15071,12749,97729,-6772,-9213,-7221,32298,-26625,-16507,-7499,10812,-7460,-791,10339,14769,-21937,-14798,-7151,17863,18962,20410,20712,35185,13277,14716,1449,13980,9516,2568,2124,8412,1309,1122,522,3443,2264,1726,1113,4062,3125,2577,1679,
所得税费用(万元),4559,5657,10139,36662,9903,9720,5834,41067,10814,10694,303,31620,6879,4962,3881,36157,2703,804,-244,13000,-1153,-536,-89,7521,1413,1917,1998,9330,-759,-604,-251,9447,8017,7234,6472,9437,2832,2697,30,3391,2773,646,531,2476,346,251,129,1353,737,569,364,1232,1010,831,547,
净利润(万元),16254,28121,19992,90982,21608,26593,17464,94681,16489,20909,-5145,74592,16891,10109,8868,61572,-9475,-10017,-6976,19298,-25472,-15971,-7410,3291,-8873,-2708,8341,5439,-21178,-14194,-6900,8416,10945,13176,14240,25748,10445,12019,1419,10588,6744,1922,1593,5936,963,870,393,2090,1527,1157,750,2830,2115,1746,1132,
基本每股收益,-0.03,0.12,0.07,0.48,0.11,0.17,0.12,0.43,-0,0.06,-0.08,0.39,0.13,0.05,0.05,0.16,-0.17,-0.16,-0.09,0.03,-0.3,-0.19,-0.09,0.1,-0.09,-0.01,0.12,0.12,-0.26,-0.17,-0.08,0.16,0.18,0.19,0.2,0.36,0.15,0.17,0.02,0.25,0.18,0.05,0.06,0.21,0.03,0.03,0.01,0.07,0.05,0.05,0.03,0.12,0.09,0.07,0.06,
货币资金(万元),263297,276489,251054,310804,332526,109235,162684,108460,140948,232113,245541,279911,348363,124527,242882,211568,236453,138807,122828,226366,178384,148838,211435,113056,71854,60551,70869,46781,51019,50688,75723,55367,44958,72583,85150,159596,99859,99462,146492,110613,39772,61899,87987,27250,14756,23262,18755,32070,19868,21248,10005,6749,
应收账款(万元),37699,37586,41148,37983,11236,11391,6757,7001,8419,552,688,1358,430,698,644,2505,966,756,1124,3888,1013,557,842,2515,2794,1240,670,2102,883,588,582,3246,1180,824,1026,3365,570,1059,569,1620,844,455,916,5216,806,321,433,3135,709,479,2428,2723,
存货(万元),3394002,3287709,3138056,2113597,2321103,2231592,2243168,2050643,2196211,2117979,2202993,2159810,2334187,2236019,2184402,2196058,2385370,2425676,2399104,2310980,2115135,2019581,1946261,1877807,1930806,1845012,1825628,1003809,1101959,1059738,1027874,999072,619211,589897,512877,402579,405954,397577,274303,265078,244580,145700,21099,21882,40295,37517,36924,33122,33343,31997,26718,23570,
流动资产合计(万元),3813178,3716256,3530172,2634901,2790294,2442106,2486534,2287926,2740660,2738497,2875075,2679511,2897069,2556129,2581403,2630982,2918083,2852275,2752831,2802192,2557605,2420306,2472856,2284790,2226389,2180005,2200321,1328936,1325317,1261432,1235560,1174240,787968,742846,662558,705415,608845,577039,476498,412049,318264,228968,158505,83260,86727,89100,76825,83803,74419,57826,41087,35251,
固定资产净额(万元),--,4433,--,4659,4627,4723,4832,4954,4997,5062,5165,5345,5483,5589,5692,5814,5623,5675,5502,5544,5675,5612,5580,5544,6108,6227,6332,6571,7009,7248,7316,7552,7756,7382,7493,8054,8249,8316,8018,7746,6533,6217,6112,6207,6321,6278,6138,6134,6221,6597,6530,6649,
资产总计(万元),4433861,4287741,4100523,3186758,3287915,2962117,2988745,2786347,2955854,2951402,3082016,2877638,3105992,2739390,2768683,2757645,3043548,2969503,2945878,2966044,2721891,2584206,2556707,2400991,2393828,2350429,2336972,1499204,1492083,1435504,1412607,1356435,984219,902798,818619,853798,717385,682393,579232,513269,403363,320957,232658,153057,176465,188216,174024,204286,137639,118110,101388,96190,
流动负债合计(万元),1222048,1188722,762249,952399,1430387,1240323,1328683,1378006,1248697,1761105,1803779,1645345,1440168,1182978,1165396,1561952,2008110,1988655,1941095,1991944,1952922,1776018,1835130,934305,1061853,937890,966898,806196,921885,946413,840422,786414,492392,434715,399359,450444,423449,415136,340148,316073,238800,161122,68310,73258,79751,82995,71881,79108,71042,59455,50161,45702,
非流动负债合计(万元),2822666,2708385,2844944,1772822,1465578,1324859,1217440,983184,1358370,837091,936269,885180,1376412,1273782,1312268,915012,827764,773716,794610,756951,574066,603784,502815,1240515,1109480,1183880,1125550,457053,331225,249933,330134,324169,239524,239853,191194,191052,104375,74313,83933,39487,13529,11835,20673,18858,27428,29590,28951,34820,20241,12056,5178,5228,
负债合计(万元),4044714,3897107,3607193,2725220,2895965,2565181,2546123,2361189,2607067,2598196,2740048,2530525,2816580,2456761,2477664,2476964,2835874,2762371,2735705,2748895,2526988,2379801,2337945,2174820,2171333,2121769,2092447,1263249,1253109,1196347,1170557,1110584,731916,674568,590552,641496,527824,489449,424081,355559,252329,172956,88983,92116,107180,112585,100832,113928,91283,71512,55339,50931,
所有者权益(或股东权益)合计(万元),389147,390634,493330,461538,391950,396935,442622,425158,348786,353206,341968,347113,289412,282630,291020,280681,207674,207132,210173,217149,194903,204404,218762,226172,222495,228660,244524,235955,238974,239157,242051,245851,252303,228231,228066,212302,189562,192944,155150,157710,151034,148000,143675,60940,69286,75631,73192,90358,46356,46598,46049,45260,
期初现金及现金等价物余额(万元),310804,310804,310804,108460,108460,108460,108460,279911,279911,279911,279911,211441,211441,211441,211441,224359,224359,224359,224359,110636,110636,110636,110636,43595,43595,43595,43595,55367,55367,55367,55367,159596,159596,159596,159596,110613,110613,110613,110613,27250,27250,27250,27250,32070,32070,32070,32070,6749,6749,6749,6749,13600,13600,12437,--,
经营活动产生的现金流量净额(万元),-841259,-956300,-47282,14651,-71938,-149213,-142165,-18660,-20777,25684,40919,505528,263056,84456,43417,349894,380531,123419,60262,18357,222072,73864,-34423,-829860,-984034,-951419,-964560,-72789,-24122,-13880,6241,-294302,-110953,-91490,-42415,-165693,-22307,11216,24529,55968,-16746,-19568,-1075,-2795,-3847,-2332,-3982,15838,11648,7704,-1099,2999,5886,4971,921,
投资活动产生的现金流量净额(万元),64147,83678,73193,-38240,43739,40809,45776,-201250,-141564,-143169,-182908,-50542,-23519,198,15111,85287,60475,48104,12964,98353,22873,17924,31201,152160,99971,43672,70898,-21851,-32588,-22055,-6248,-45071,-38636,-22671,-19479,-70738,-63321,-56073,-18473,-32144,-39598,-14390,-14909,-4148,-10313,-7593,-4446,-12129,-17728,904,484,2536,936,878,43,
筹资活动产生的现金流量净额(万元),729596,838303,-85662,225922,252257,109173,150611,48449,23369,69680,107617,-386534,-102629,-171584,-27098,-448122,-429050,-258593,-176770,-3008,-179220,-56009,102102,744720,909883,923913,917324,82845,52346,31245,20358,235121,34934,27139,-12552,285395,74831,33692,29826,59539,68866,68639,76731,2123,-3151,1118,-4887,21612,19193,5886,3868,-12392,-8042,-7842,-4307,
现金及现金等价物净增加额(万元),-47507,-34315,-59750,202344,224066,775,54224,-171452,-138964,-47799,-34370,68470,136922,-86920,31436,-12918,11972,-87061,-103539,113723,65741,35788,98883,67042,25836,16175,23667,-11772,-4348,-4679,20356,-104229,-114638,-87013,-74446,48983,-10754,-11151,35879,83363,12523,34649,60737,-4820,-17314,-8808,-13315,25321,13119,14499,3256,-6851,-1220,-1993,-3343,
期末现金及现金等价物余额(万元),263297,276489,251054,310804,332526,109235,162684,108460,140948,232113,245541,279911,348363,124521,242877,211441,236332,137299,120820,224359,176377,146425,209520,110636,69431,59770,67261,43595,51019,50688,75723,55367,44958,72583,85150,159596,99859,99462,146492,110613,39772,61899,87987,27250,14756,23262,18755,32070,19868,21248,10005,6749,12381,10444,--,		
		
  
