报告期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业收入(万元),134999,88728,35738,227250,166385,114375,53421,185990,106016,69738,24301,117549,84192,55405,19470,104146,78496,54065,18736,104951,78702,54044,18389,100628,74993,49097,15559,93351,70548,46482,17900,103760,81062,54261,20345,101147,75044,45606,15670,75981,53513,32941,12243,86132,66759,42552,17107,86057,63314,40402,15887,65630,47204,28556,12010,
营业成本(万元),84966,55612,22816,146333,107703,73220,32244,121686,74655,48571,17576,78708,55659,35909,13638,72244,54249,36874,13527,73478,54416,37247,13450,71177,52461,33929,11552,68126,51442,33924,14095,77495,60090,39885,15691,76701,56788,34481,12451,57130,40001,24629,9590,68145,51846,32324,13123,65886,48431,30712,12155,50169,35953,21610,9214,
营业利润(万元),6488,4577,-1023,-68055,2915,2671,265,16734,10449,7826,937,13277,10475,7845,814,7576,7003,5267,24,8177,7301,5765,36,7375,5864,4490,-327,4354,3702,2651,-468,6404,6400,4061,526,7058,5564,3020,174,4059,3119,1699,-56,1648,3746,2791,939,8451,7182,4837,1638,7214,5345,3252,1238,
利润总额(万元),6323,4309,-1007,-68472,3178,2809,626,16061,10286,7663,960,14152,10596,7758,864,8748,7510,5627,272,9547,8198,6530,792,7353,6091,4653,-312,4642,3858,2802,-413,8063,7880,5408,532,6992,5481,2970,176,4318,3307,1928,109,2949,4933,3954,1650,9644,7235,4878,1646,7245,5372,3280,1241,
所得税费用(万元),504,306,-118,-764,-30,-48,67,2069,1665,1243,192,2302,1960,1466,266,1551,1440,1098,162,1727,1505,1227,210,1292,1163,900,5,1019,769,552,-63,1297,1335,900,119,1195,1036,558,69,873,702,397,46,685,1234,1029,403,2595,1850,1198,388,1529,1147,703,250,
净利润(万元),5818,4003,-889,-67708,3208,2858,559,13992,8620,6419,769,11850,8636,6292,598,7197,6070,4529,110,7820,6693,5303,582,6061,4928,3753,-317,3623,3089,2250,-350,6766,6545,4508,413,5797,4445,2412,106,3445,2605,1531,64,2263,3699,2925,1247,7049,5385,3680,1258,5716,4225,2577,991,
基本每股收益,0.19,0.13,-0.02,-1.81,0.13,0.1,0.01,0.33,0.24,0.18,0.02,0.33,0.24,0.18,0.02,0.23,0.2,0.15,0.01,0.5,0.43,0.34,0.04,0.39,0.32,0.24,-0.02,0.23,0.18,0.13,-0.02,0.42,0.4,0.28,0.02,0.34,0.26,0.14,0.01,0.2,0.15,0.09,0,0.14,0.22,0.18,0.07,0.42,0.31,0.21,0.07,0.5,0.37,0.23,0.1,
货币资金(万元),25217,21220,25655,24541,23979,13867,22811,24680,32840,8635,7221,8910,12561,8443,11087,17346,12742,9028,11686,10858,11137,9466,8044,11100,10896,8869,8693,14362,14890,8476,9009,10751,10685,9420,8636,12622,11310,11884,14915,15043,13897,14979,16486,14333,15156,19499,18137,24385,32104,26704,23949,33351,
应收账款(万元),33456,38006,30236,29386,36219,44148,35650,34733,38092,38881,23675,27622,29126,33991,21738,23368,25334,31777,20792,23377,26169,29684,22050,23001,26337,29549,19174,20749,23175,28063,21656,19642,25604,28620,21861,19509,25294,25201,19559,18453,21460,21142,18165,19437,23278,23289,20727,18439,15421,15699,11514,10166,
存货(万元),33861,35884,38501,42770,56994,69477,76077,72578,60287,26579,26972,21980,21516,22472,24050,21519,22150,21878,24441,23048,23319,25041,24295,21934,22029,23153,22493,20732,21560,24475,24481,22746,22847,26733,25765,22369,20481,22148,20963,18743,18920,19841,18729,19474,24569,21835,20090,17338,17387,17529,15990,14758,
流动资产合计(万元),103157,107359,106684,105976,126522,137198,153551,143933,151587,78342,63620,62749,67437,68029,62228,68342,63053,65555,60501,60173,63595,66997,57361,58711,63596,65370,54653,59764,66144,68710,62032,61139,68198,71652,63475,62877,64631,65736,61156,58660,62063,62278,58337,59217,71309,73968,70006,66255,67215,63032,54938,61038,
固定资产净额(万元),--,63403,--,64379,63274,63397,62843,62105,59911,57768,57856,58202,53333,51457,52164,52854,53512,54001,56638,57723,55180,55832,55989,56711,53061,53574,53654,54228,53957,53780,53971,54930,51997,51800,53001,53938,53217,53965,52355,53508,51050,40115,38632,38839,38005,36479,35192,34754,32933,30528,29697,29847,
资产总计(万元),211893,216480,213050,214204,302584,313115,329606,317915,325044,163141,147589,146197,149172,148779,142779,147691,143752,145772,139870,137728,139302,141324,131085,131770,135162,137294,126767,132416,139553,142055,135453,134857,140467,143305,133997,133110,131458,132967,128445,126303,128833,127365,123014,123467,132358,132445,125918,120295,114645,108307,97385,101776,
流动负债合计(万元),116872,88138,90587,90328,107031,115177,131523,120280,132827,42239,29360,28624,34555,36451,33170,38570,70194,73735,70521,68462,71303,74702,66072,67326,69329,72622,64601,69921,68342,71520,62856,61898,67257,75058,66070,66839,67886,68920,65480,63444,66747,64453,60019,60536,65956,68817,59868,55992,50545,47946,38395,44125,
非流动负债合计(万元),20704,55840,55374,55493,55983,58829,58963,59149,59227,4355,4467,4579,4691,4749,4860,4970,486,512,538,565,307,319,332,344,2757,2769,2782,2794,5757,5919,5932,5944,6057,3368,3375,1783,290,2798,2500,2500,2500,4400,4400,4400,5400,3400,4400,3900,5233,6094,5595,5524,
负债合计(万元),137576,143978,145961,145821,163014,174006,190487,179429,192054,46594,33827,33203,39246,41200,38030,43540,70680,74247,71059,69027,71609,75021,66404,67671,72086,75391,67383,72715,74098,77440,68788,67842,73314,78426,69445,68622,68176,71718,67980,65944,69247,68853,64419,64936,71356,72217,64268,59892,55777,54039,43990,49648,
所有者权益(或股东权益)合计(万元),74316,72502,67089,68383,139570,139109,139120,138486,132990,116548,113761,112994,109926,107580,104749,104151,73072,71525,68811,68701,67693,66304,64682,64099,63076,61903,59384,59701,65455,64616,66666,67015,67153,64879,64551,64488,63282,61250,60465,60358,59586,58512,58595,58531,61002,60228,61650,60403,58868,54268,53395,52128,
