报告期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业收入(万元),28579,17398,6777,39551,28141,18090,8604,34605,28638,19731,10707,32731,21988,13202,5897,23784,17584,10870,4699,24123,18479,13181,7476,20875,16141,10757,5126,26247,17895,11510,5724,24414,17335,11727,6049,20837,14044,8896,4393,19408,13828,8611,3983,17941,12227,8301,4255,28129,19684,10779,4514,28426,19318,11797,4691,
营业成本(万元),7474,4664,1403,9837,6912,4399,1576,8285,8964,6754,3897,11318,7766,4961,2181,9001,6560,4009,1700,9821,7714,5484,2607,10383,8017,5263,2719,13418,9376,6023,3061,12661,9047,5970,2995,11056,7251,4511,2145,11153,9473,5910,2152,17960,7401,5086,2638,23615,15259,8110,3768,20357,13600,8293,3391,
营业利润(万元),1570,-1107,-1398,-2881,-661,589,804,1850,3894,2066,1409,-102,1585,-257,-172,-10865,1166,437,1154,133,3332,2667,1512,-9126,520,198,-102,1783,1281,738,148,325,1542,789,378,643,565,381,228,2351,263,-32,470,-15042,653,395,120,-11512,-2968,-2452,-1915,1230,390,288,81,
利润总额(万元),1563,-1063,-1387,-3029,-755,510,752,1683,3905,2058,1438,1277,1559,-324,-176,-9530,-824,540,1153,44,3339,2667,1516,-9411,194,-127,-428,2110,1463,767,163,469,1620,756,373,880,537,380,228,2409,203,-85,471,-14090,860,507,120,-17822,-3182,-2666,-1915,1236,390,288,81,
所得税费用(万元),368,-66,0,-57,110,243,235,618,286,128,239,716,655,204,160,1760,519,316,188,962,704,542,363,535,389,268,0,662,399,92,-14,224,58,58,39,-50,-150,-17,-9,75,-16,-0,49,--,164,67,--,--,-125,-149,-27,492,-648,-594,39,
净利润(万元),1195,-997,-1387,-2972,-865,267,517,1065,3619,1931,1199,561,903,-528,-336,-11290,-1343,225,965,-919,2635,2125,1153,-9946,-195,-395,-428,1448,1064,675,176,245,1563,699,333,930,687,397,238,2334,219,-85,422,-14090,696,440,120,-17822,-3057,-2517,-1888,744,1038,882,42,
基本每股收益,0.01,-0.01,-0.01,-0.03,-0.01,0,0,0.01,0.03,0.02,0.01,0,0.01,-0,-0,-0.07,-0,0,0.01,0.01,0.03,0.02,0.01,-0.07,0,-0,-0,0.01,0,0,0,-0.01,0.01,0,0,0.01,0.01,0,0,0.02,0,-0,0,-0.14,0.01,0,0,-0.17,-0.03,-0.02,-0.02,0.01,0.01,0.01,0,
货币资金(万元),3341,1620,2335,3943,3398,4730,2713,4073,3816,1834,3413,6495,5688,1940,2044,2409,878,1815,6743,3475,1886,12080,12555,13976,13219,14586,20282,19614,20663,19272,18519,20082,14890,9372,8743,13458,30114,6935,6334,7141,3071,5658,3512,6470,5548,11198,9421,7501,19261,21102,23927,19386,
应收账款(万元),12615,11358,11626,12956,12067,11766,12609,11241,11765,12215,14516,11708,10673,9668,9432,9928,11167,10083,8861,8433,9682,9834,9153,7272,10170,9553,9515,9424,9595,10753,9774,8231,9375,9619,9446,8370,8996,9225,9160,7928,9352,8522,8885,8478,14937,15190,16170,15156,18076,15693,17446,16004,
存货(万元),55795,56442,58231,58061,56321,57441,58456,58411,60420,60725,64628,46160,46656,47106,40129,21195,17182,16429,4645,4234,3992,3905,4239,4816,4261,4124,3381,3279,4047,4551,3765,4308,4273,4420,3890,4198,4143,19475,19463,19144,18889,19406,6262,5934,14887,14025,14326,14296,21031,20858,18564,17977,
流动资产合计(万元),72991,70966,73676,76339,74526,76164,75996,76979,79697,77042,86831,67590,70624,67047,61718,44284,41449,39678,38338,34863,45659,44434,44303,44956,47965,48600,47548,45638,43004,52808,50745,50588,42227,38621,37316,35600,45216,42503,41623,40951,40003,51186,44627,41596,56049,55753,50354,48100,59891,62702,69030,66539,
固定资产净额(万元),--,8607,--,8325,8369,8280,7318,7338,7032,7175,23464,23882,25679,26019,26011,26194,21791,23497,24780,25163,19848,20195,20563,20961,21016,21560,21959,22359,21734,21917,22310,22471,24235,24437,24760,25134,25557,25949,26336,26658,25607,25942,26299,26934,30605,31052,31309,31710,38815,39198,40895,41804,
资产总计(万元),89460,88354,89538,92588,90407,92458,92178,93163,94594,92428,121451,101736,109971,107753,102580,83453,85544,84789,84893,81808,84287,83390,83687,82258,91468,92887,92571,91285,88073,98336,96841,96994,97730,98121,97478,96204,76514,75856,75491,75269,74783,86492,79132,77607,94520,94439,89611,88326,114993,118728,126649,122935,
流动负债合计(万元),23957,25040,26612,28270,23950,24819,23903,25388,24319,23782,52665,40527,46590,45756,40390,20927,14410,11907,11271,9160,7874,7542,8810,8534,8311,9930,9647,7933,5258,5811,4894,5223,4498,9371,9092,8152,4439,4221,4016,4032,4369,16382,8515,8061,9876,10448,5942,4782,14339,17443,24885,21720,
非流动负债合计(万元),28,31,33,38,71,120,203,221,166,226,345,99,1609,1657,1657,1657,318,498,498,489,700,646,646,646,328,328,328,328,175,272,195,195,80,80,80,80,0,0,--,0,--,0,0,260,174,174,174,168,92,183,33,16,
负债合计(万元),23985,25071,26645,28307,24020,24939,24107,25608,24485,24008,53010,40626,48199,47412,42047,22584,14728,12405,11769,9649,8574,8188,9456,9181,8639,10257,9975,8261,5433,6084,5088,5417,4578,9450,9172,8232,4439,4221,4016,4032,4369,16382,8515,8321,10050,10622,6115,4950,14432,17627,24919,21736,
所有者权益(或股东权益)合计(万元),65475,63283,62893,64280,66387,67519,68071,67554,70109,68420,68441,61110,61772,60341,60533,60869,70816,72384,73124,72159,75713,75202,74231,73078,82830,82630,82596,83024,82640,92252,91753,91576,93152,88671,88306,87972,72075,71635,71475,71238,70414,70110,70617,69286,84470,83817,83496,83376,100561,101101,101730,101199,
期初现金及现金等价物余额(万元),3943,3943,3943,4073,4073,4073,4073,6495,6495,6495,6593,1986,1986,1986,2409,2782,3475,3475,3475,13976,13976,13976,13976,19614,19614,19614,19614,20082,20082,20082,20082,13458,13458,13458,13458,7141,7141,7141,7141,6470,6404,6404,6396,7501,7501,7501,7501,16386,19386,19386,19386,20630,30630,20630,20630,
经营活动产生的现金流量净额(万元),1066,-317,-1373,2257,3807,1903,567,-1079,-32444,-29464,-2770,1158,2384,3064,4512,-13611,-16414,-16742,74,2009,-784,748,-59,-1902,2249,2584,-790,5456,1280,-682,-1378,2007,-308,-3865,-4599,21842,21100,-70,-708,5700,-9957,1424,2814,6869,5988,6687,1755,2692,3393,5209,3137,-3726,3552,7548,1420,
投资活动产生的现金流量净额(万元),-1577,-2008,-129,-727,-953,-807,-379,2888,25633,25667,-343,934,559,-659,-2359,9667,10614,11824,-203,-12368,-10715,-2305,-1111,-6146,-9994,-9112,-41,-5925,-700,-206,-185,4617,1740,-221,-116,-15525,1873,-135,-99,14287,12163,-1936,-5531,-12705,-12929,-7979,177,-1142,2788,2722,1650,-2860,-637,-500,-445,
筹资活动产生的现金流量净额(万元),-110,-17,-128,-1671,-3541,-445,-1548,-4227,4142,-857,-67,2420,731,-2531,-2518,3148,3203,3258,3397,-842,-591,-340,-251,2397,1350,1500,1500,0,0,78,0,0,0,0,0,0,0,0,--,-19316,-5538,-233,-167,4808,4989,4989,-11,-10435,-6305,-6216,-246,2342,-2212,-4115,-3890,
现金及现金等价物净增加额(万元),-602,-2322,-1608,-130,-677,655,-1360,-2422,-2679,-4661,-3180,4509,3676,-124,-365,-796,-2597,-1660,3268,-11194,-12090,-1896,-1421,-5637,-6395,-5028,668,-469,580,-810,-1563,6624,1432,-4086,-4715,6317,22973,-205,-807,671,-3332,-745,-2884,-1031,-1953,3697,1920,-8885,-125,1716,4541,-4244,702,2932,-2916,
期末现金及现金等价物余额(万元),3341,1620,2335,3943,3396,4728,2713,4073,3816,1834,3413,6495,5662,1862,2044,1986,878,1815,6743,2782,1886,12080,12555,13976,13219,14586,20282,19614,20663,19272,18519,20082,14890,9372,8743,13458,30114,6935,6334,7141,3071,5658,3512,6470,5548,11198,9421,7501,19261,21102,23927,16386,31332,23562,17714,		
		
  
