报告期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业收入(万元),61963,48763,30382,236431,202790,64378,28064,70473,44544,35126,21766,51002,43343,30016,22168,228072,163477,135541,63019,471684,313904,198052,78447,435624,334770,195210,89553,325261,232942,134974,58274,301371,235266,143673,56657,184531,131299,79397,33067,123866,87788,56564,20757,123815,94000,58134,21607,126624,97585,62057,26662,124402,94706,57815,20405,
营业成本(万元),59245,47037,29374,234165,198634,61858,27203,65457,41019,32932,20960,46268,40786,28272,20984,223576,161113,137577,66423,449797,299988,188358,74598,417455,321918,186816,85387,309909,224094,129834,56534,285138,221393,133273,51362,170903,122325,73207,30206,114043,81193,52455,19167,113538,86467,53450,19357,116725,90678,57639,24376,115198,87735,53519,18589,
营业利润(万元),381784,260117,180219,274251,181835,138840,78462,399634,290979,194121,86095,337470,280430,183732,80134,613855,456607,355877,107790,283,-1624,337,108,755,690,472,133,-124,-1002,-1226,-1485,1585,2605,2060,1597,2586,1410,977,322,862,353,-247,-691,420,1324,765,281,2237,1691,1014,329,1870,1493,803,203,
利润总额(万元),377961,259613,179700,273477,182220,139317,78375,402062,294178,195774,86753,343084,282784,185860,81324,621279,472439,355884,107797,598,-1557,324,115,992,718,492,139,853,-229,-1059,-1455,2044,2689,2122,1611,2658,1324,1025,314,1481,285,-270,-706,1336,1531,897,394,2481,1738,1054,325,2016,1666,922,209,
所得税费用(万元),96922,66015,44815,70956,51608,40915,21324,99288,76884,51291,23327,86975,71474,47257,16690,154257,119067,93612,29874,109,183,84,12,371,131,59,3,343,244,228,25,362,492,393,257,531,410,295,117,1016,624,446,283,728,1019,675,339,706,464,305,114,581,316,198,56,
净利润(万元),281039,193598,134885,202521,130612,98402,57051,302774,217294,144483,63426,256109,211310,138603,64633,467022,353372,262271,77923,489,-1740,240,103,621,587,433,137,511,-473,-1286,-1480,1682,2197,1729,1354,2128,915,729,197,465,-339,-717,-990,608,512,222,55,1775,1274,749,211,1435,1350,723,153,
基本每股收益,0.58,0.4,0.29,0.4,0.26,0.2,0.12,0.68,0.52,0.34,0.15,0.69,0.57,0.38,0.18,1.33,1.05,0.8,0.2,0.01,-0.04,0.01,0,0.01,0.01,0.01,0,0.01,-0.01,-0.03,-0.03,0.04,0.05,0.04,0.03,0.05,0.02,0.02,0,0.01,-0.01,-0.02,-0.02,0.01,0.01,0.01,0,0.04,0.03,0.02,0,0.03,0.3,0.02,0,
货币资金(万元),4607943,4417558,4524760,3145977,3985087,3614334,3884466,3507776,4298731,4147780,5574311,4387666,4182287,5034864,5084942,5908909,9136495,9039583,5068430,20470,29304,24751,28680,23634,20142,18683,15752,22016,26423,10405,17171,15655,13642,15056,10757,13557,7838,9266,11608,11947,8780,11246,12677,14420,9953,9249,10268,9903,12383,9606,10818,10509,
应收账款(万元),41059,38494,45119,45523,46735,41282,41017,49386,42050,31586,29954,23186,25965,26522,35359,35250,90240,100477,75157,8364,11022,12567,10970,7248,8623,11149,12791,9747,16879,15162,9820,6171,11658,13231,10178,6697,8774,8787,5500,4282,5352,5224,5028,5428,9497,5960,4442,3285,7313,6021,6069,2886,
存货(万元),1539,5386,11150,12482,18142,15926,17738,19502,14148,7891,7657,9890,5744,6571,3232,5780,--,51750,59764,56437,80386,89523,87764,92175,94668,101700,83503,70315,65790,66373,58510,53790,51039,49118,37986,30728,30677,33483,29038,23973,22864,23574,21803,20789,26255,31247,27577,25738,29131,24311,23873,20523,
流动资产合计(万元),15172208,15117254,15029547,11923685,13447048,13647957,13697350,11911016,11992572,10717469,12044109,11125040,10486883,10382182,10927253,12068481,14909498,18025143,11650781,139288,175906,183291,174869,168869,198996,174418,140963,135903,139664,114232,116986,99976,110119,109659,80169,63563,65808,62935,62679,47374,52548,49222,52176,50551,56369,54218,51215,53253,63833,49313,51847,44574,
