报告期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业收入(万元),88864,55461,24592,101924,72515,46336,22499,68910,47848,29568,13230,60486,46974,31083,15705,64243,49692,32832,17163,66869,51338,33632,16695,62330,46428,28658,7852,32536,24111,15339,7604,32421,24951,14373,6892,28944,21111,14150,6743,25989,18791,11948,5543,22537,16808,10838,5145,19478,14756,9488,4634,16962,12449,7603,3512,
营业成本(万元),33518,18591,8245,32007,24475,16367,8586,21418,16060,10557,4774,25108,20994,14633,7379,27658,22857,15041,8230,32081,26056,17355,8567,33440,25297,15268,3358,14814,11011,6995,3517,16300,13384,6972,3498,14855,10767,7528,3631,13326,9360,6013,2843,11780,8653,5609,2682,10320,7822,5088,2620,8961,6513,3905,1673,
营业利润(万元),7624,5108,2023,8860,6914,4694,1929,9042,6025,4278,1556,7663,5425,3543,1481,5893,4392,2900,1384,5371,4147,2748,1224,4661,3455,2326,756,3354,2399,1586,699,2940,2177,1365,514,2393,1957,1258,480,1932,1605,994,400,1206,1125,812,344,806,1137,770,332,1378,989,670,321,
利润总额(万元),7624,5108,2023,8782,6897,4694,1929,8992,6057,4295,1587,7718,5549,3560,1497,6061,4553,2878,1372,5296,4082,2705,1188,4577,3398,2292,748,3404,2371,1568,689,2926,2149,1348,505,2441,1915,1231,462,1944,1605,1032,445,1727,1450,1026,450,1796,1101,749,319,1250,930,626,300,
所得税费用(万元),1314,898,337,1365,1202,823,344,1936,1037,749,286,1466,978,622,251,1060,774,498,233,906,662,506,191,745,574,449,100,538,366,240,107,475,347,216,88,417,334,232,83,319,259,175,81,431,429,327,137,806,370,257,111,487,321,200,106,
净利润(万元),6310,4209,1686,7417,5694,3871,1585,7056,5020,3545,1301,6253,4571,2938,1246,5001,3779,2379,1139,4389,3420,2199,997,3832,2825,1844,648,2866,2005,1327,583,2451,1802,1131,418,2024,1581,1000,380,1624,1346,857,363,1296,1021,699,314,990,730,492,208,763,609,426,194,
基本每股收益,0.22,0.14,0.06,0.26,0.2,0.14,0.06,0.25,0.18,0.12,0.06,0.29,0.21,0.17,0.07,0.3,0.22,0.14,0.07,0.28,0.22,0.14,0.06,0.24,0.18,0.12,0.04,0.19,0.16,0.11,0.05,0.21,0.15,0.1,0.04,0.17,0.14,0.09,0.04,0.19,0.15,0.1,0.04,0.15,0.11,0.08,0.05,0.17,0.12,0.08,0.04,0.13,0.1,0.07,0.03,
货币资金(万元),20392,21958,25976,29816,32151,37687,42341,41505,43009,43433,40514,43107,40579,40037,39396,40674,39811,37781,11196,10543,9679,10068,11147,11525,8203,8456,7233,7297,6657,6888,7221,7072,6634,6458,7229,7490,7001,7651,7868,8265,7120,7444,8025,8366,7078,5854,6452,10392,8569,8389,9571,9678,
应收账款(万元),23986,22803,20932,24070,22735,19152,18554,19942,16789,16241,15438,16220,16181,15838,16687,16817,17967,17537,18418,15080,17954,17755,15867,13621,15323,14662,10410,9270,10628,10095,9589,9193,10220,9864,9102,8175,8907,8213,8078,7420,8235,8027,7691,7561,8331,7810,7036,6907,7188,7198,6506,6083,
存货(万元),19677,21459,19744,15660,10967,10010,9087,10330,8586,8267,7433,6497,5092,5727,5260,5137,4113,5439,4928,6017,5886,5675,6876,7588,7652,9018,5267,4894,4322,5124,4710,5103,4604,4632,4616,4940,4323,4390,4297,4555,3638,3915,3819,4076,3710,4534,4264,4586,3593,3630,3724,3904,
