报告期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业收入(万元),119931,124366,73955,357972,145657,134877,81401,319002,125887,110363,81964,229941,104488,85475,65661,202582,88735,80315,57098,181542,82146,72655,52011,188472,91141,84563,69871,170531,95193,83292,58562,155227,86105,75279,44006,128040,69114,59444,38808,105475,49672,38386,20814,108130,64329,44593,26003,71206,37453,28559,15628,95161,103216,80800,42539,
营业成本(万元),64384,66181,38418,201935,79027,72626,45535,173194,64944,59921,44512,134882,67659,52747,40362,122629,60591,51639,35901,115388,56083,46524,32035,124364,64047,57223,46161,114270,65106,55905,37299,100255,61030,51612,27901,90789,52840,44411,27808,77975,38973,28943,14610,84134,51574,35001,20007,54433,29462,21960,12006,74525,91099,71151,37194,
营业利润(万元),-20457,14324,15082,94039,14961,24188,25658,96066,25663,28611,26669,48810,8231,13652,14667,43086,8208,15351,12969,23615,7502,10311,12058,27073,7012,13893,16115,22625,14998,13694,13888,20526,6332,10540,10121,12177,1769,3893,5206,7676,436,3873,2277,8950,5348,8425,10025,5680,1779,2905,1665,6288,3802,3795,1842,
利润总额(万元),-21081,14031,15187,93975,14827,24196,25742,94787,26513,29350,27288,50578,8313,14095,15111,47341,10820,16841,14267,32588,9484,12069,13419,30980,10516,16421,17096,28737,16660,14388,13922,22863,6516,10328,9659,14060,2635,4387,5104,8317,596,3866,2191,9656,5379,8301,9971,5058,1871,2945,1724,5930,3596,3670,1720,
所得税费用(万元),911,681,56,3656,1059,1033,194,5542,323,174,8,401,53,52,0,599,1,1,0,4,4,4,0,649,-14,-23,1,518,28,28,0,100,116,69,5,585,-133,-207,-57,235,467,458,1,943,761,1005,1349,289,134,13,0,107,116,43,53,
净利润(万元),-21992,13350,15131,90319,13768,23164,25548,89245,26190,29177,27280,50177,8260,14043,15111,46742,10819,16840,14267,32584,9480,12065,13419,30331,10530,16444,17094,28219,16631,14360,13922,22763,6401,10259,9654,13474,2769,4594,5161,8082,129,3407,2190,8713,4617,7296,8623,4768,1737,2932,1724,5824,3481,3627,1667,
基本每股收益,-0.21,0.05,0.1,0.63,0.06,0.13,0.18,0.61,0.13,0.19,0.18,0.41,0.08,0.13,0.13,0.49,0.13,0.18,0.15,0.36,0.12,0.27,0.28,0.45,0.14,0.25,0.24,0.41,0.25,0.19,0.28,0.48,0.09,0.19,0.2,0.27,0.03,0.07,0.1,0.17,0.02,0.12,0.06,0.26,0.25,0.47,0.53,0.31,0.14,0.16,0.08,0.24,0.16,0.14,0.06,
货币资金(万元),148178,126846,163733,199618,109182,101974,156479,88178,96093,121207,74449,116781,88386,127513,163273,63239,57049,46886,47253,56988,36932,39430,44396,57862,36631,26169,39452,43380,40248,44197,89656,48707,32571,52475,53618,54970,31051,36427,39032,60827,21557,32904,32186,33196,23710,41799,50772,43227,12387,21335,19265,24830,
应收账款(万元),60070,113075,108357,79652,55743,90526,78633,54080,38650,43043,58193,33361,22301,28022,37026,30393,20960,28164,30694,25969,16177,19597,21796,16528,7708,12541,22170,14501,12067,9915,13607,15441,10850,12394,12389,15807,8858,9922,14848,10616,9465,8711,10552,11677,14557,12235,14708,10191,8272,6768,6112,6849,
存货(万元),320300,287857,270246,291035,274319,218786,195365,219608,174224,146872,135143,152074,123420,117631,108540,129782,107461,101139,104720,120155,119805,114653,119019,134342,114998,112403,108307,139628,77103,74692,81959,101616,55396,50479,62553,76074,60685,61832,67430,67806,50576,47048,53924,57560,43936,44896,48809,68766,66261,51308,57928,59348,
