报告期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业收入(万元),604827,411032,213398,746656,561723,374851,197880,567635,419134,276558,145084,481440,373506,240438,124923,383443,298819,211677,105253,433332,331578,235850,116326,387059,292605,203041,101148,386491,300015,200237,106156,388278,358660,261347,146489,482833,435318,314250,167397,509359,395387,272703,139623,460977,356320,240696,111611,370607,282214,201433,97225,209395,154233,107001,56435,
营业成本(万元),339303,227192,116629,437719,331355,221484,117710,343180,269084,179689,96114,329512,258734,164391,84908,281714,214469,150782,75949,296706,222722,156837,81251,267582,203646,142845,73281,290845,227380,150951,86362,309016,285735,206526,114997,369744,338127,239314,129208,353587,265060,179972,90432,303152,232654,158267,84018,298368,232741,172614,81840,165007,121107,86339,44736,
营业利润(万元),21745,14552,5803,7596,17081,12729,5998,11453,9654,4867,1208,160,73,392,207,-40317,-22221,-8197,-2729,715,-103,1360,-1498,-20288,-7994,-3949,-2383,-32502,-21737,-11739,-7079,-47390,-11458,1723,1486,3871,20999,21658,14468,53240,53135,39665,20526,49495,42319,25341,4113,10198,7191,3077,1070,5183,2333,1611,534,
利润总额(万元),21901,14666,5783,21374,17254,12775,6020,10217,9515,4847,1582,3743,2096,1244,519,-40689,-20840,-7699,-2539,10575,9090,10474,7434,-15896,-7357,-2998,-2265,4983,10435,-11177,-6913,-38299,-10972,2152,1616,8049,22780,22350,14908,58438,53193,39536,20613,49968,42616,25182,4236,13192,8380,3096,1099,5058,2088,1581,556,
所得税费用(万元),3738,2651,-120,1237,1110,741,780,1012,1140,573,287,1108,1004,543,857,-1474,1174,744,511,2193,3180,2575,974,624,873,341,415,3762,1286,1175,882,24,1986,1773,745,2322,4505,4772,3379,10829,9713,7847,4873,14174,16152,11193,1287,8493,5397,1393,363,2610,594,541,183,
净利润(万元),18163,12016,5903,20137,16144,12034,5240,9206,8375,4274,1295,2635,1092,702,-338,-39215,-22014,-8443,-3050,8382,5911,7898,6459,-16520,-8231,-3338,-2680,1221,9149,-12352,-7795,-38323,-12958,379,870,5727,18274,17578,11529,47608,43480,31689,15740,35794,26464,13990,2949,4699,2983,1703,737,2448,1494,1039,372,
基本每股收益,0.2,0.2,0.1,0.36,0.3,0.23,0.11,0.25,0.17,0.08,0.02,0.05,0.01,0.01,-0.01,-0.81,-0.47,-0.18,-0.07,0.22,0.16,0.24,0.19,-0.5,-0.24,-0.1,-0.08,0.04,0.28,-0.36,-0.23,-1.17,-0.39,0.01,0.03,0.16,0.53,0.51,0.34,1.43,1.3,0.95,0.47,1.16,0.87,0.46,0.1,0.16,0.1,0.06,0.02,0.08,0.05,0.03,0.01,
货币资金(万元),169852,134141,138218,128358,175041,182660,169357,170984,204898,188994,190278,177345,196591,200769,184690,170653,134252,157888,172305,176601,243414,130660,136708,153904,189692,84772,97342,85232,96041,87518,81529,79805,83989,107044,113562,105690,111156,131750,143564,176403,134303,127458,86337,76800,66523,50334,38800,31938,27618,28173,24263,21931,
应收账款(万元),199923,199035,218682,184804,197716,174576,200262,141765,145101,126119,124725,107847,122760,104255,101028,73372,85684,98599,94752,71143,87833,88892,75063,57257,81179,79127,61755,51538,63139,64775,65428,51541,85120,103513,99586,54662,80292,97581,90623,70043,67379,61128,69770,50868,69326,72345,74508,64618,70996,72301,74172,59402,
存货(万元),107680,125808,134894,127122,146266,163876,141892,135289,103918,115144,107299,109245,91166,95863,86859,86154,85676,94716,101941,97809,96100,104914,99483,106785,90676,96373,92006,84150,75064,85456,82688,87521,77662,80501,70064,76259,63587,57281,62325,65969,54755,63203,62001,67314,65316,62469,55262,58709,49937,54543,35005,44318,
