报告期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
资产总计(万元),219309,214803,220198,218046,224948,233161,223972,223598,215433,215021,213161,218946,215560,214637,216211,208986,196271,194454,190974,192717,193991,192095,191819,190451,193302,193667,196327,196904,195583,196459,198158,196717,196437,197177,204016,190462,182737,177698,33886,29409,20634,14157,
流动负债合计(万元),42590,46708,44860,46342,46081,32575,25001,26592,19306,19828,19603,27577,24962,24625,26822,21460,12331,8674,7865,8686,12598,12165,9162,8886,6630,7280,7081,8240,6008,9565,11529,10264,8872,5312,10299,7011,4320,3882,7295,5320,5593,2568,
非流动负债合计(万元),9122,8641,6944,6348,11665,4905,4890,4939,4857,4839,4804,4105,3786,3807,3757,3365,1117,1142,1120,1157,840,742,743,550,383,383,383,383,1856,433,433,433,90,640,590,590,640,50,40,40,0,0,
负债合计(万元),51712,55349,51804,52690,57746,37481,29891,31531,24163,24667,24407,31683,28749,28431,30579,24825,13448,9816,8986,9843,13438,12907,9906,9436,7014,7664,7464,8623,7864,9998,11963,10697,8962,5952,10890,7601,4960,3932,7335,5360,5593,2568,
所有者权益(或股东权益)合计(万元),167597,159455,168394,165356,167202,195680,194081,192067,191270,190354,188754,187264,186811,186205,185632,184162,182823,184638,181989,182875,180553,179188,181913,181015,186288,186004,188863,188280,187719,186461,186195,186020,187475,191225,193127,182861,177777,173766,26550,24049,15041,11589,
期初现金及现金等价物余额(万元),8417,8417,8417,12411,12411,11839,11839,16410,16410,16410,16410,25963,25960,25960,25960,109373,109373,109373,109373,109292,109292,109292,109292,113519,113519,113519,113519,109270,109270,109270,109270,144961,144961,144961,146140,10069,10069,10069,10069,6999,7975,7954,6023,132,
经营活动产生的现金流量净额(万元),689,4470,1275,15766,921,-6631,-1290,1817,144,565,1093,9088,1768,2722,2358,7830,1842,2940,186,7393,5841,5375,2214,7893,4782,3594,-399,10946,3256,3152,1116,-10094,-16914,-13456,-7827,7989,10647,6134,4703,9358,6083,83,6261,3059,
投资活动产生的现金流量净额(万元),916,12004,3595,17503,-90,25425,-74,-6086,20547,-5480,4740,-21360,4424,-14891,10245,-96165,-1666,318,-365,-4513,-5594,-1941,-657,-5620,-3554,-2229,-861,-5597,-4623,-9770,-8022,-16050,-11683,1928,5441,-17423,-5905,-4099,-3331,-6104,-2439,-328,-3398,-1136,
筹资活动产生的现金流量净额(万元),-3683,-3221,-432,-37263,3561,4760,-109,-301,-4212,-4145,-4079,2718,1672,1787,1902,4923,-1000,0,0,-2800,-2800,-2800,0,-6500,-4000,-4000,0,-1100,-1,-1,-1,-9547,-4786,-4735,3964,144325,143383,143380,638,-184,-423,-384,-1886,3968,
现金及现金等价物净增加额(万元),-2078,13252,4438,-3994,4391,23554,-1473,-4570,16479,-9059,1755,-9553,7864,-10382,14505,-83413,-824,3258,-178,80,-2553,634,1557,-4227,-2772,-2635,-1260,4249,-1367,-6619,-6907,-35691,-33383,-16264,1577,134891,148125,145415,2011,3070,3221,-629,976,5891,
期末现金及现金等价物余额(万元),6339,21669,12855,8417,16802,35393,10367,11839,32889,7350,18164,16410,33824,15578,40465,25960,108549,112631,109194,109373,106739,109926,110849,109292,110747,110884,112259,113519,107902,102650,102363,109270,111578,128697,147717,144961,158195,155485,12080,10069,11195,7325,6999,6023,		
		
  
