报告期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
营业收入(万元),76286,52239,26590,88274,63724,27417,12489,48083,33358,23217,11263,47147,33405,24051,12401,40976,24241,13824,4562,40854,28503,17664,8985,30934,22236,14847,6523,36628,27779,18860,9762,30674,20476,13480,6414,31445,21347,12207,5693,21878,14884,2841,13585,9594,
营业成本(万元),40334,27615,14021,48850,34571,14986,6911,27653,19598,13622,6999,27562,20184,14696,7467,20540,11374,6391,2538,19599,13798,8823,4802,16179,11620,7825,3406,21023,16248,11649,6734,18816,11773,6650,3032,10134,6540,3668,1701,6206,3994,872,4950,3917,
营业利润(万元),1647,1575,3817,3411,6229,4604,2617,6639,5171,3910,1807,4818,4044,3110,2352,8146,4020,2423,-849,6918,4674,2750,1328,2499,2754,2120,537,1382,1468,515,327,188,1164,2572,1342,16044,10994,6281,2938,11428,8295,1552,5797,3706,
利润总额(万元),1845,1781,3803,3414,6112,4548,2612,6237,5355,4085,1927,4889,4185,3225,2371,8656,4253,2547,-818,7898,4851,2986,1398,2927,2989,2341,817,2837,2270,670,397,579,2210,2721,1419,16648,11390,6575,3025,11593,8400,1552,5765,3690,
所得税费用(万元),1159,932,765,1312,1279,935,599,1433,1348,995,431,1021,1536,1181,671,1957,1305,783,68,2038,1313,812,500,1484,808,618,234,576,571,229,182,227,683,443,291,2716,1944,1141,524,1835,1382,233,812,270,
净利润(万元),686,848,3038,2102,4833,3613,2014,4803,4006,3090,1496,3868,2649,2044,1700,6699,2947,1764,-886,5860,3538,2173,899,1443,2180,1723,583,2260,1699,441,216,353,1528,2278,1128,13932,9445,5435,2501,9758,7018,1319,4952,3420,
基本每股收益,0,0.01,0.06,0.03,0.1,0.08,0.04,0.11,0.09,0.07,0.03,0.1,0.07,0.05,0.04,0.15,0.07,0.06,-0.02,0.2,0.12,0.07,0.05,0.07,0.1,0.08,0.03,0.12,0.09,0.03,0.01,0.01,0.07,0.11,0.06,1.56,1.09,0.69,0.33,1.3,0.94,0.18,0.66,0.51,
货币资金(万元),6339,21669,12855,8417,16802,35393,10367,11839,32889,7350,18164,16410,33843,16008,40873,26102,21049,25131,27694,104373,101739,104926,103349,103992,110747,110884,112259,114215,107902,102650,102363,109270,111578,128697,147717,144961,158195,155485,12080,10069,7999,6023,
应收账款(万元),12743,14182,15281,11357,13535,10002,8876,9253,7102,7026,6233,6864,6970,8708,9506,8384,6660,4066,2797,2564,2627,3311,2863,2603,2546,3233,4263,4681,7821,8806,11344,11095,9367,6470,6288,4715,2759,2313,2256,2412,2051,2387,
存货(万元),13170,10555,10561,13533,17266,17124,12235,10802,11853,11047,9568,10665,12769,9343,10063,8840,9071,6769,6341,5398,7771,6780,5168,4759,5859,6561,6729,5508,5841,5395,4997,5349,4553,3855,4441,3107,2439,2436,1758,1342,1374,760,
流动资产合计(万元),53957,65140,71630,68775,87582,134908,140616,141320,136109,140879,139984,147211,148886,147473,148127,142160,132160,128803,126594,127283,125873,126666,125918,124855,125688,125954,136190,136558,136284,138797,140378,139212,145131,162506,172629,168245,165606,162101,18947,17662,12135,9597,
固定资产净额(万元),--,38746,--,40794,39584,30879,31170,31851,28473,29102,29708,30383,30301,30917,31425,32122,32378,32901,33314,33739,34730,34867,35160,34643,29435,29629,29436,29968,29850,29813,25878,25956,17659,13859,14004,10634,4390,4254,4193,4350,3352,3376,
