报告期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
流动资产合计(万元),310304,321221,374109,350964,327791,337050,309825,272195,245964,255860,246974,257671,274132,273812,296520,316971,258060,246329,247139,236791,257796,268691,267949,267167,286856,307645,296034,282471,295789,275627,269841,274832,281698,298484,295851,258992,252218,248001,255813,261007,300264,276432,258502,241134,239920,235393,215583,208490,217849,218477,217909,208641,
固定资产净额(万元),--,3408,--,3792,3925,4087,4216,4354,4503,4560,4568,4666,4777,4803,4450,4460,3148,3194,3301,3343,3398,3453,3507,3568,3490,3454,3506,3563,595,618,641,633,652,668,698,736,798,752,767,790,813,835,860,877,886,810,822,709,1089,1108,927,360,
资产总计(万元),452043,459799,620456,592733,505227,537158,506348,475383,422640,442841,443372,424703,439005,439306,444384,459222,272635,261045,262067,251874,272922,283983,283412,282802,302604,323472,312041,298645,312276,292207,286223,275791,282822,299596,297056,260237,253719,249486,257318,262540,301765,277962,260061,242715,241571,236972,217179,209979,219149,219796,219969,210702,
流动负债合计(万元),205608,215438,246086,235540,232825,260160,253708,233759,182910,195772,173202,196310,211167,233960,252225,269470,184042,172614,173201,163594,166962,179996,176181,176141,188496,204739,192853,184627,181276,169247,163305,151951,172938,196131,211236,156930,93405,97890,105823,111116,131532,141231,126845,114574,78227,93949,79942,90948,91045,96726,110703,109549,
非流动负债合计(万元),34986,35188,52199,52078,62319,69474,44679,34400,63411,64211,66507,54501,79876,70802,69986,69582,600,600,600,600,22068,22068,25668,25668,34716,39716,39716,34716,52802,44802,44802,45802,31820,26820,9320,26820,106110,96110,96110,75580,95580,62080,57080,52080,101604,81604,76896,62322,75082,75082,66482,61982,
负债合计(万元),240594,250627,298285,287619,295144,329634,298386,268159,246321,259983,239709,250810,291043,304762,322211,339052,184642,173213,173801,164194,189030,202064,201850,201810,223212,244454,232568,219342,234079,214049,208107,197754,204758,222951,220557,183751,199515,194000,201933,186696,227112,203311,183925,166654,179831,175553,156838,153270,166127,171808,177185,171531,
所有者权益(或股东权益)合计(万元),211450,209172,322171,305115,210083,207524,207962,207224,176319,182858,203663,173892,147962,134543,122173,120171,87994,87832,88266,87680,83892,81919,81562,80992,79392,79017,79472,79302,78197,78158,78116,78037,78064,76645,76500,76486,54203,55486,55385,75845,74653,74650,76136,76061,61739,61419,60341,56709,53022,47988,42785,39172,
期初现金及现金等价物余额(万元),95491,95491,95491,38541,38541,38541,38541,54081,54081,54081,54081,61511,61511,61511,61511,7882,7882,7882,7882,11696,11696,11696,11696,7158,7158,7158,7158,8107,9470,8107,9470,11705,11705,11705,11705,34216,34216,34216,34216,6843,6843,6843,6843,10087,10087,10087,10087,5851,5851,5851,5851,1947,51,51,51,
经营活动产生的现金流量净额(万元),17321,9570,-1367,150162,144910,109351,70365,-5925,-17074,-9762,-13337,88055,55792,21127,11696,50065,28050,20218,10857,32652,23826,19085,10437,45100,30848,20485,2094,534,10942,12372,10427,11957,21662,35657,37149,8432,653,-12615,-7796,31642,46044,33495,7742,-887,-13727,-6750,-12378,17214,4674,2196,-10610,-67606,25,25,28,
投资活动产生的现金流量净额(万元),8846,9533,7074,-40240,-53594,-31312,3059,2845,1618,-1051,-2931,-45199,-17324,-21230,-6544,42870,32,36,-15,-9,-7,-4,-1,-235,-105,-11,-2,-61,-57,-48,-39,-26,-12,4,4,708,3156,-7,0,-10,-8,-7,-7,-224,-213,-135,-129,703,706,710,-13,2510,-70,-70,-70,
筹资活动产生的现金流量净额(万元),-66971,-63002,-4951,-54514,-56503,-43688,-56299,-11525,-10788,-5236,-2347,-51009,-52814,-11897,-7963,-39256,-27793,-15559,-4519,-36457,-26504,-23569,-9766,-40327,-12816,2844,3766,-1421,-4202,-10757,-6130,-15529,-25630,-18888,-14503,-31651,-18572,-11843,-1931,-4258,-2853,-6647,2744,-2134,16936,11966,11182,-13681,9292,17897,20500,69000,--,0,--,
现金及现金等价物净增加额(万元),-40551,-43639,480,56950,35129,33808,16430,-15540,-26675,-16388,-18658,-7430,-14147,-13453,-2855,53629,289,4695,6323,-3814,-2685,-4488,670,4538,17927,23317,5857,-949,6683,1567,4257,-3598,-3979,16774,22649,-22511,-14763,-24465,-9727,27373,43183,26841,10479,-3244,2996,5081,-1325,4236,14672,20803,9877,3904,-45,-45,-42,
期末现金及现金等价物余额(万元),54940,51852,95971,95491,73670,72350,54971,38541,27406,37692,35422,54081,47364,48058,58656,61511,8171,12577,14205,7882,9011,7208,12366,11696,25085,30475,13015,7158,16153,9674,13728,8107,7726,28479,34354,11705,19453,9751,24489,34216,50026,33684,17322,6843,13083,15168,8762,10087,20523,26654,15728,5851,6,6,9,		
		
  
