报告期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业收入(万元),57165,43013,29781,81513,59677,38274,16666,75599,45679,33057,14744,164415,101910,65797,24760,112376,37161,16932,7930,80322,39155,13987,7653,60488,40872,16428,4843,33060,7284,3857,1683,40057,16541,3401,2120,26599,22215,10707,7793,43279,5755,5489,2016,31447,17299,15363,11412,79233,60386,44847,20700,44715,516,433,407,
营业成本(万元),1047,372,0,5610,3658,1982,231,1125,1414,1175,793,24420,22381,18392,7123,71762,25203,10348,5646,59112,27522,7869,5177,49497,34335,12970,3735,25387,4861,2317,1134,33714,11806,2207,1547,21593,19650,9290,6924,36458,3243,3201,387,12460,6579,5848,4606,42399,30879,24933,11370,24972,489,413,368,
营业利润(万元),25386,24142,24555,37542,18088,10660,5652,38483,16030,14883,6228,71585,31735,19256,3700,19423,3937,3660,753,10467,5452,2788,773,3499,1379,809,241,1516,291,214,111,932,2107,184,28,266,-1100,214,103,1444,54,51,25,8811,4690,4734,3694,18466,14882,9855,4701,11406,-452,-78,130,
利润总额(万元),25257,24163,24576,37052,18196,10659,5653,38346,15986,14941,6320,73103,32117,19415,3759,33013,3897,3636,745,10441,5400,2767,760,3468,1279,778,232,1647,253,197,108,2083,2075,172,26,711,-21642,-20320,-20430,1475,97,95,75,19352,5031,4710,3632,19080,15282,10248,5101,10059,-1962,-1610,130,
所得税费用(万元),2746,2438,2215,4144,1216,1070,888,5317,1921,1650,858,9907,4409,2669,702,4451,982,883,159,2886,1633,973,190,911,322,196,61,382,93,76,29,532,498,13,13,63,--,39,31,186,0,--,--,--,--,0,--,1543,1432,1432,1488,3748,--,0,0,
净利润(万元),22511,21725,22361,32908,16980,9588,4765,33029,14064,13291,5462,63196,27708,16746,3057,28562,2915,2753,586,7555,3767,1794,570,2557,957,582,170,1265,160,121,79,1551,1577,159,13,648,-21642,-20359,-20460,1289,97,95,75,19352,5031,4710,3632,17537,13850,8816,3613,6311,-1962,-1610,130,
基本每股收益,0.52,0.5,0.51,0.66,0.39,0.22,0.11,0.75,0.31,0.3,0.13,1.45,0.63,0.38,0.07,0.66,0.07,0.06,0.01,0.17,0.09,0.04,0.01,0.06,0.02,0.01,0,0.03,0,0,0,0.04,0.04,0,0,0.02,-0.6,-0.56,-0.57,0.04,0,0,0,0.64,0.17,0.16,0.12,0.58,0.46,0.29,0.12,0.21,-0.12,-0.1,0.01,
货币资金(万元),61180,59007,96886,96406,73670,72350,54971,38541,27406,37692,35422,54081,47364,48058,58657,63546,8578,12983,14611,8662,9766,8308,13466,12796,26113,31503,14043,8186,16153,10702,13728,9470,7726,28479,34354,11705,19453,9751,24489,34216,50026,33684,17322,6843,13083,15168,8762,10087,20523,26654,15728,5851,
应收账款(万元),11838,14470,33654,15080,20397,20832,16065,17361,7737,9894,13091,14479,18876,26691,26255,19912,53,36,--,--,85,153,131,89,66,54,73,49,48,48,48,48,65,65,65,65,0,554,566,578,1020,501,601,665,620,703,718,755,438,854,653,1013,
存货(万元),206256,202309,201394,199805,196510,194580,192875,191789,184762,180060,174944,168589,169914,173271,184376,191347,239947,224651,225206,221017,245982,258450,250218,247077,252709,260679,266079,264916,265215,256555,245198,250517,265480,257668,232341,231267,217349,223169,210163,213781,236805,234936,234178,228188,218206,206744,191559,184087,191366,185484,195943,197363,
